277,17,Moving,Waiting Area,Adult,{},{},[-1670.3675650331425;45172.3962290287;34995.52106940001]
278,9,Foraging,Foraging,Adult,{12},{12;10},[3897.0921934000216;31510.37730293162;-13273.263785871677]
278,10,Foraging,Foraging,Adult,{},{16;9},[11557.951546829194;30060.58636330068;-14491.556103019044]
278,12,Foraging,Foraging,Adult,{9},{9},[2293.367604458006;32461.810590257868;-12754.67074953299]
278,16,High sitting/standing (Vigilant),Foraging,Adult,{},{10},[17885.794041872025;29302.897819787264;-17561.431253284216]
278,17,Moving,Waiting Area,Adult,{},{},[-13145.845244111493;40328.53448005766;20779.19170663692]
279,9,Foraging,Foraging,Adult,{12},{12;10},[3897.0921934000216;31510.37730293162;-13273.263785871677]
279,10,Foraging,Foraging,Adult,{},{16;9},[11557.951546829194;30060.58636330068;-14491.556103019044]
279,12,Foraging,Foraging,Adult,{9},{9},[2802.9201663583517;32294.429773271084;-12806.778632760048]
279,16,Moving,Foraging,Adult,{},{10},[18123.147555306554;30475.740228429437;-16819.40380360186]
279,17,Moving,Waiting Area,Adult,{},{},[-21001.58914288506;37646.88174542785;12093.74782277178]
280,9,Foraging,Foraging,Adult,{12},{12;10},[3897.0921934000216;31510.37730293162;-13273.263785871677]
280,10,Foraging,Foraging,Adult,{16},{16;9},[11274.404840268195;29977.74565292895;-14487.660163924098]
280,12,Foraging,Foraging,Adult,{9},{9},[2934.8269456196576;32130.163684010506;-12895.565913446248]
280,16,Moving,Foraging,Adult,{10},{10},[14591.308198228478;30190.290095180273;-15327.77544926107]
280,17,Dig burrow,Door,Adult,{},{},[-23784.52340579033;36997.12570476532;13467.390803813934]
281,9,Foraging,Foraging,Adult,{12},{12;10;16},[3897.0921934000216;31510.37730293162;-13273.263785871677]
281,10,Moving,Foraging,Adult,{16},{16;9},[10885.320109236985;29834.69202499464;-14478.088197244331]
281,12,Foraging,Foraging,Adult,{9},{16;9},[2895.3071421431378;32140.495653927326;-12892.905316401273]
281,16,Moving,Foraging,Adult,{10},{12;10;9},[10879.861527226865;31989.78533102572;-13029.187063727528]
281,17,Moving,Door,Adult,{},{},[-23785.93864298612;36925.774546429515;12404.458049278706]
282,9,Foraging,Foraging,Adult,{12},{12;10},[3897.0921934000216;31510.37730293162;-13273.263785871677]
282,10,Foraging,Foraging,Adult,{},{9},[10719.982775882818;29925.89251651056;-14397.25918761082]
282,12,Foraging,Foraging,Adult,{9},{9},[2847.1808169079013;32111.369214773178;-12918.37809911184]
282,16,Moving,Waiting Area,Adult,{},{},[11543.842695623636;42365.2478774786;-14573.989115983248]
282,17,Moving,Waiting Area,Adult,{},{},[-19723.32519360073;37838.86268910766;5236.693433010951]
283,9,Foraging,Foraging,Adult,{12},{12},[3897.0921934000216;31510.37730293162;-13273.263785871677]
283,12,Foraging,Foraging,Adult,{9},{9},[2824.008025854826;32199.67206388712;-12861.629039943218]
283,16,High sitting/standing (Vigilant),Waiting Area,Adult,{},{},[11426.16653942503;42335.134919665754;-14544.837972477078]
283,17,Moving,Waiting Area,Adult,{},{},[-11466.558360561728;39629.65921455622;-1637.654372062534]
284,9,Foraging,Foraging,Adult,{12},{12},[3897.0921934000216;31510.37730293162;-13273.263785871677]
284,12,Foraging,Foraging,Adult,{9},{9},[2850.8325192937627;32324.391841027886;-12781.262096407823]
284,16,High sitting/standing (Vigilant),Waiting Area,Adult,{},{},[11487.342001348734;42356.36571776867;-14561.729009985924]
284,17,Moving,Waiting Area,Adult,{},{},[-8103.509324742481;40266.44102552533;-2481.363474718295]
285,9,Foraging,Foraging,Adult,{12},{12},[3897.0921934000216;31510.37730293162;-13273.263785871677]
285,12,Foraging,Foraging,Adult,{9},{9},[2867.8707000035793;32410.866222325712;-12730.098079811782]
285,16,High sitting/standing (Vigilant),Waiting Area,Adult,{},{},[11600.62811370194;42373.408129900694;-14584.194907821715]
285,17,Moving,Waiting Area,Adult,{},{},[-4154.5354035794735;41313.055408358574;-2643.3749727979302]
286,9,Foraging,Foraging,Adult,{12},{12},[3897.0921934000216;31510.37730293162;-13273.263785871677]
286,12,Foraging,Foraging,Adult,{9},{9},[3282.50113908248;32385.706047557294;-12693.459486221895]
286,17,Moving,Waiting Area,Adult,{},{},[-1832.4560360582545;41491.92755039036;-3658.359359507449]
287,12,Foraging,Foraging,Adult,{},{},[3723.6337471306324;32148.3998811692;-12844.601412136108]
287,17,Moving,Waiting Area,Adult,{},{},[-1598.1962859372143;39935.020110443234;-6652.6558108711615]
288,10,Moving,Foraging,Adult,{},{12},[9360.214316524565;29857.996772557497;-14186.402029313147]
288,12,Foraging,Foraging,Adult,{},{10},[3644.0857115513645;32155.02246357873;-12835.346158368513]
288,17,Moving,Waiting Area,Adult,{},{},[-2571.108307069866;38713.84213546291;-8905.715458846651]
289,10,Moving,Foraging,Adult,{12},{12},[6481.243651254568;29776.669520948082;-14000.907498531044]
289,12,Foraging,Foraging,Adult,{10},{10},[3563.8986796259414;32171.97331320308;-12829.806210199371]
290,10,Foraging,Foraging,Adult,{12},{12},[5973.883437963203;29767.500058930367;-13951.077260526828]
290,12,Foraging,Foraging,Adult,{10},{10},[3563.8986796259414;32171.97331320308;-12829.806210199371]
290,17,Moving,Foraging,Adult,{},{},[-4838.548071984202;36036.57426382229;-11555.032741575502]
291,10,Foraging,Foraging,Adult,{12},{12},[5925.063477218151;29729.691044330597;-13967.748637735844]
291,12,Foraging,Foraging,Adult,{10},{10},[3485.1392965987325;32180.08076697588;-12819.829637043178]
291,17,Moving,Foraging,Adult,{},{},[-4966.51016277913;34690.103562928736;-12807.635899962857]
292,10,Foraging,Foraging,Adult,{12},{12;16},[5886.462940594647;29731.08273296617;-13961.913409919478]
292,12,Foraging,Foraging,Adult,{10},{10;17},[3166.6265054047108;32248.27497331053;-12800.580011818558]
292,16,Moving,Foraging,Adult,{},{10},[12846.922844277695;31972.382361803204;-13620.847713658586]
292,17,Moving,Foraging,Adult,{},{12},[-3303.6867593079805;34023.06198871136;-12917.390156060457]
293,10,Foraging,Foraging,Adult,{12},{12;17;16},[5837.415464442223;29695.47340834886;-13980.992733102292]
293,12,Foraging,Foraging,Adult,{10;17},{10;17},[3047.551931372378;32262.644607037306;-12786.452343111858]
293,16,Moving,Foraging,Adult,{},{10},[12950.094935931265;31434.591479837894;-13897.75907703489]
293,17,Moving,Foraging,Adult,{12},{12;10},[-468.5934280490037;33829.85039526224;-12450.306320041418]
294,10,Foraging,Foraging,Adult,{},{17;16},[5736.131444857921;29750.64065037854;-13945.51242160704]
294,16,Foraging,Foraging,Adult,{},{10},[12864.467833789065;31439.857255047187;-13881.610677720048]
294,17,Moving,Foraging,Adult,{},{10},[1964.9173033400439;32719.070421911776;-12629.945913657546]
295,10,Foraging,Foraging,Adult,{17},{17;16},[5635.050477351993;29801.76970371604;-13908.06559528783]
295,16,Foraging,Foraging,Adult,{},{10},[12864.467833789065;31439.857255047187;-13881.610677720048]
295,17,Moving,Foraging,Adult,{10},{10},[3133.706759478897;32471.286244302988;-12660.178977996111]
296,9,Foraging,Foraging,Adult,{12;10;17},{12;10;17},[3897.0921934000216;31510.37730293162;-13273.263785871677]
296,10,Foraging,Foraging,Adult,{12;17;9},{12;17;16;9},[5519.505834393203;29797.617204777896;-13886.991335563362]
296,12,Foraging,Foraging,Adult,{10;9},{10;17;9},[3009.4679058380425;32279.03419034928;-12787.33465886861]
296,16,Foraging,Foraging,Adult,{},{10;17},[12221.840803775005;31150.138867130503;-13825.14730963204]
296,17,Moving,Foraging,Adult,{10;9},{12;10;16;9},[7644.653648993;30667.231235317886;-13514.198599729687]
297,9,Foraging,Foraging,Adult,{12;10},{12;10},[3897.0921934000216;31510.37730293162;-13273.263785871677]
297,10,Foraging,Foraging,Adult,{12;9},{12;16;9},[5559.179965622723;29809.18472201377;-13898.70022148639]
297,12,Foraging,Foraging,Adult,{10;9},{10;9},[2969.3561781505123;32296.239519126713;-12788.879336759448]
297,16,Foraging,Foraging,Adult,{},{10},[12205.244201441295;31114.056603664532;-13851.913276321255]
298,9,Foraging,Foraging,Adult,{12;10},{12;10},[3897.0921934000216;31510.37730293162;-13273.263785871677]
298,10,Foraging,Foraging,Adult,{12;9},{12;17;16;9},[5559.179965622723;29809.18472201377;-13898.70022148639]
298,12,Foraging,Foraging,Adult,{10;9},{10;9},[2881.3766296401154;32272.008623963222;-12809.784066690132]
298,16,Foraging,Foraging,Adult,{17},{10;17},[12294.81407574471;31125.865758264437;-13874.21086180862]
298,17,Moving,Foraging,Adult,{16},{10;16},[12027.521782360971;29265.4176312536;-15037.461539749056]
299,9,Foraging,Foraging,Adult,{12;10},{12;10},[3897.0921934000216;31510.37730293162;-13273.263785871677]
299,10,Foraging,Foraging,Adult,{12;9},{12;16;9},[5559.179965622723;29809.18472201377;-13898.70022148639]
299,12,Foraging,Foraging,Adult,{10;9},{10;9},[2842.7436775937676;32279.21852070093;-12807.584373816848]
299,16,Foraging,Foraging,Adult,{},{10},[12294.81407574471;31125.865758264437;-13874.21086180862]
300,9,Foraging,Foraging,Adult,{12;10},{12;10},[3897.0921934000216;31510.37730293162;-13273.263785871677]
300,10,Foraging,Foraging,Adult,{12;9},{12;16;9},[5596.3988916277885;29807.578618898988;-13904.27054258436]
300,12,Foraging,Foraging,Adult,{10;9},{10;9},[2842.7436775937676;32279.21852070093;-12807.584373816848]
300,16,Foraging,Foraging,Adult,{},{10;17},[12276.184544322081;31086.90693658404;-13900.48690345604]
300,17,Moving,Foraging,Adult,{},{16},[17683.59891925007;29123.249930024147;-17567.38309623301]
301,9,Foraging,Foraging,Adult,{12;10},{12;10},[3897.0921934000216;31510.37730293162;-13273.263785871677]
301,10,Foraging,Foraging,Adult,{12;9},{12;16;9},[5596.3988916277885;29807.578618898988;-13904.27054258436]
301,12,Foraging,Foraging,Adult,{10;9},{10;9},[2850.8325192937627;32324.391841027886;-12781.262096407823]
301,16,Foraging,Foraging,Adult,{},{10;17},[12364.964032033458;31095.41064169444;-13921.904410756193]
301,17,Moving,Foraging,Adult,{},{16},[17710.727605864406;29167.228166103363;-17547.767584979534]
302,10,Foraging,Foraging,Adult,{12},{12;16},[5596.3988916277885;29807.578618898988;-13904.27054258436]
302,12,Foraging,Foraging,Adult,{10},{10},[2890.7167090936564;32315.26604790613;-12784.49733318761]
302,16,Foraging,Foraging,Adult,{},{10;17},[12364.964032033458;31095.41064169444;-13921.904410756193]
302,17,High sitting/standing (Vigilant),Foraging,Adult,{},{16},[18177.16323850304;29470.20507740788;-17663.875730596483]
303,10,Foraging,Foraging,Adult,{12},{12;16},[5635.050477351993;29801.76970371604;-13908.06559528783]
303,12,Foraging,Foraging,Adult,{10},{10},[2939.2888999087736;32355.851383339614;-12763.123489186168]
303,16,Foraging,Foraging,Adult,{},{10;17},[12347.132313748822;31056.694062208757;-13947.271940075792]
303,17,High sitting/standing (Vigilant),Foraging,Adult,{},{16},[18177.16323850304;29470.20507740788;-17663.875730596483]
304,10,Foraging,Foraging,Adult,{12},{12;16},[5596.3988916277885;29807.578618898988;-13904.27054258436]
304,12,Foraging,Foraging,Adult,{10},{10},[3431.7530003362335;32302.854313358665;-12729.079275367782]
304,16,Foraging,Foraging,Adult,{},{10;17},[12223.583394801244;30972.909752022475;-13979.41505920142]
304,17,High sitting/standing (Vigilant),Foraging,Adult,{},{16},[18177.16323850304;29470.20507740788;-17663.875730596483]
305,10,Foraging,Foraging,Adult,{},{16},[5635.050477351993;29801.76970371604;-13908.06559528783]
305,16,Foraging,Foraging,Adult,{},{10;17},[12205.352968877181;30933.03144443035;-14003.946620089933]
305,17,High sitting/standing (Vigilant),Foraging,Adult,{},{16},[18177.16323850304;29470.20507740788;-17663.875730596483]
306,10,Foraging,Foraging,Adult,{12},{12;16},[5596.3988916277885;29807.578618898988;-13904.27054258436]
306,12,Foraging,Foraging,Adult,{10},{10},[3688.785403355956;32014.01928114891;-12961.224616885185]
306,16,Foraging,Foraging,Adult,{},{10;17},[11900.530047513545;30633.42533165589;-14135.702132489532]
306,17,High sitting/standing (Vigilant),Foraging,Adult,{},{16},[18177.16323850304;29470.20507740788;-17663.875730596483]
307,10,Foraging,Foraging,Adult,{12},{12;16},[5758.610841999762;29826.750620964915;-13896.577789649367]
307,12,Foraging,Foraging,Adult,{10},{10},[4304.13927829219;32141.82631470263;-12799.047237577848]
307,16,Foraging,Foraging,Adult,{},{10;17},[12111.802819728851;30727.444885075092;-14126.870727092028]
307,17,High sitting/standing (Vigilant),Foraging,Adult,{},{16},[18177.16323850304;29470.20507740788;-17663.875730596483]
308,10,Foraging,Foraging,Adult,{12},{12;16},[6083.832682201639;29875.50105444342;-13890.222221236676]
308,12,Foraging,Foraging,Adult,{10},{10},[3928.56154512614;32308.172655150294;-12716.744404427707]
308,16,Foraging,Foraging,Adult,{},{10;17},[12278.575857266784;30721.964198708534;-14158.289559721947]
308,17,Moving,Foraging,Adult,{},{16},[18177.16323850304;29470.20507740788;-17663.875730596483]
309,10,Foraging,Foraging,Adult,{12},{12;16},[6272.665874361992;29852.213604450226;-13913.046610355377]
309,12,Foraging,Foraging,Adult,{10},{10},[3521.2199440784752;32335.8717084378;-12709.96384987235]
309,16,Foraging,Foraging,Adult,{},{10},[12472.696487182751;30684.157163530588;-14226.705183302984]
309,17,Moving,Background,Adult,{},{},[24533.091666698456;34950.89574730396;-19966.88858574629]
310,10,Foraging,Foraging,Adult,{},{12;16},[6159.393000181764;29867.79049295187;-13899.479610055685]
310,12,Foraging,Foraging,Adult,{},{10},[3002.8133479328826;32661.728604486212;-12579.547228144482]
310,16,Foraging,Foraging,Adult,{},{10},[12499.885027982295;30651.293834909797;-14263.77900326997]
311,10,Foraging,Foraging,Adult,{},{12;16},[6008.884339690208;29884.605455577374;-13881.234573751688]
311,12,Foraging,Foraging,Adult,{},{10},[3062.3598692677915;32536.20288835466;-12630.273862548172]
311,16,Foraging,Foraging,Adult,{},{10},[12443.079873122275;30527.606438921764;-14336.753022661433]
312,10,Foraging,Foraging,Adult,{},{12;16},[5837.415464442223;29695.47340834886;-13980.992733102292]
312,12,Foraging,Foraging,Adult,{},{10},[2526.111804020591;32380.703151121736;-12801.436724713072]
312,16,Foraging,Foraging,Adult,{},{10},[12820.070941941813;30696.034548874944;-14303.280359525234]
313,10,Foraging,Foraging,Adult,{},{12;16},[5762.745622515213;29707.77795407176;-13974.01169066783]
313,12,Foraging,Foraging,Adult,{},{10},[2301.934675759403;32091.80439997092;-13006.294490288012]
313,16,Foraging,Foraging,Adult,{},{10},[12671.787188492715;30655.066704507917;-14300.823041616008]
314,10,Foraging,Foraging,Adult,{},{12;16},[5785.424539811909;29784.67529052496;-13926.064688794315]
314,12,Foraging,Foraging,Adult,{},{10},[2301.934675759403;32091.80439997092;-13006.294490288012]
314,16,Foraging,Foraging,Adult,{},{10},[12792.635819669813;30728.41669820249;-14265.936500694603]
315,10,Foraging,Foraging,Adult,{},{12;16},[5699.267812267877;29753.73441499099;-13939.657120296732]
315,12,Foraging,Foraging,Adult,{},{10},[2270.1133554787375;32142.08957993053;-12977.279414533637]
315,16,Foraging,Foraging,Adult,{},{10},[12755.099827684462;30647.38388684392;-14315.861824139953]
316,10,Foraging,Foraging,Adult,{},{12;16},[5688.2638536747545;29716.012439228594;-13963.599641557783]
316,12,Foraging,Foraging,Adult,{},{10},[2229.1195535818115;32148.659258656204;-12974.68402217701]
316,16,Foraging,Foraging,Adult,{},{10},[12564.36890636012;30607.460452031344;-14305.288730269298]
317,10,Foraging,Foraging,Adult,{},{12;16},[5649.860825456679;29722.583443284035;-13959.41095982492]
317,12,Interacting with foreign object,Foraging,Adult,{},{10},[2158.4367936272174;32205.58570253849;-12943.467645563185]
317,16,Foraging,Foraging,Adult,{},{10},[12298.198587216437;30582.011783868074;-14283.41307304427]
318,10,Foraging,Foraging,Adult,{},{12;16},[5600.751156531274;29685.33036417514;-13978.225882360712]
318,12,Interacting with foreign object,Foraging,Adult,{},{10},[2103.4653395866044;32134.36257058382;-12995.81616550684]
318,16,Foraging,Foraging,Adult,{},{10},[12211.482766650617;30578.958710700274;-14265.089915655553]
319,10,Foraging,Foraging,Adult,{},{12;16},[5487.265716871247;29690.029048908502;-13960.201119799167]
319,12,Interacting with foreign object,Foraging,Adult,{},{10},[2222.123305769637;32109.00913578272;-13001.07972934097]
319,16,Foraging,Foraging,Adult,{},{10},[12178.34981001541;30508.696423999965;-14317.830823510885]
320,10,Foraging,Foraging,Adult,{},{12;16},[5375.051985163242;29701.390891730785;-13946.475044883788]
320,12,Interacting with foreign object,Foraging,Adult,{},{10},[2142.0006626322865;32125.900651335716;-12997.433311253786]
320,16,Foraging,Foraging,Adult,{},{10},[12140.807226851583;30424.003415703773;-14364.824678115547]
321,10,Foraging,Foraging,Adult,{12},{12;16},[5223.888819606043;29717.246192183346;-13928.362995959818]
321,12,Interacting with foreign object,Foraging,Adult,{10},{10},[2387.785359973088;32101.500556632876;-12978.32524650544]
321,16,Foraging,Foraging,Adult,{},{10},[12080.070151665248;30384.242685824633;-14381.024208653718]
322,10,Foraging,Foraging,Adult,{},{16},[5111.283424213529;29726.92364489287;-13912.309032838792]
322,16,Foraging,Foraging,Adult,{},{10},[12002.793482095003;30305.900565050542;-14420.48783967644]
323,10,Foraging,Foraging,Adult,{12},{12;16},[4858.422941563651;29816.42594134435;-13911.05438181758]
323,12,Interacting with foreign object,Foraging,Adult,{10},{10},[4235.599886916578;32194.532064333558;-12763.723669238389]
323,16,Foraging,Foraging,Adult,{},{10},[11918.066712498665;30305.450798749924;-14403.511872410774]
324,10,Foraging,Foraging,Adult,{12},{12},[3995.314480930567;30214.235857486725;-13946.330492287874]
324,12,Interacting with foreign object,Foraging,Adult,{10},{10},[4165.9872922338545;32242.44312158972;-12728.261546876281]
325,12,Interacting with foreign object,Foraging,Adult,{},{},[4155.345187111758;32372.572595659643;-12643.247071642429]
326,10,Foraging,Foraging,Adult,{12},{12;16},[3850.7888504192233;30282.41670101881;-13952.337043523788]
326,12,Interacting with foreign object,Foraging,Adult,{10},{10},[4136.083956422284;32467.49405824393;-12587.800452966243]
326,16,Foraging,Foraging,Adult,{},{10},[11577.692306905985;30103.339078933;-14470.778535991907]
327,10,Foraging,Foraging,Adult,{12},{12;16},[4762.376404073089;29746.546501979232;-13948.535158582032]
327,12,Interacting with foreign object,Foraging,Adult,{10},{10;16},[4136.083956422284;32467.49405824393;-12587.800452966243]
327,16,Foraging,Foraging,Adult,{},{12;10},[11474.995374515653;30061.205923840404;-14475.232216890901]
328,9,Foraging,Foraging,Adult,{12;10},{12;10},[3431.7463061157614;31050.29858393222;-13531.216558530927]
328,10,Foraging,Foraging,Adult,{12;9},{12;16;9},[5375.051985163242;29701.390891730785;-13946.475044883788]
328,12,Foraging,Foraging,Adult,{10;9},{10;16;9},[4126.697408914566;32427.88585595414;-12615.256333000958]
328,16,Foraging,Foraging,Adult,{},{12;10},[11393.958542004228;30064.26912176609;-14460.278932426125]
329,10,Foraging,Foraging,Adult,{12},{12;16},[5688.2638536747545;29716.012439228594;-13963.599641557783]
329,12,Foraging,Foraging,Adult,{10},{10;16},[4115.686193207279;32390.3590050824;-12644.79521388933]
329,16,Foraging,Foraging,Adult,{},{12;10},[11393.958542004228;30064.26912176609;-14460.278932426125]
330,10,Foraging,Foraging,Adult,{12},{12;16},[5769.564309567213;29863.986258983612;-13873.045414865017]
330,12,Foraging,Foraging,Adult,{10},{10;16},[4126.697408914566;32427.88585595414;-12615.256333000958]
330,16,Foraging,Foraging,Adult,{},{12;10},[11370.916049645282;30107.839577306062;-14428.867983656935]
331,10,Foraging,Foraging,Adult,{12},{12;16},[5656.597218348645;29872.014371115714;-13857.61056043487]
331,12,Foraging,Foraging,Adult,{10},{10;16},[4046.3117396568414;32449.20466190204;-12611.38410400413]
331,16,Foraging,Foraging,Adult,{},{12;10},[11328.977188953198;30105.666731912643;-14419.185391423292]
332,10,Foraging,Foraging,Adult,{12},{12;16},[5580.421978758648;29881.35491411388;-13849.086845904589]
332,12,Foraging,Foraging,Adult,{10},{10},[2999.46904500667;32238.64758080244;-12814.599864061922]
332,16,Foraging,Foraging,Adult,{},{10},[11328.977188953198;30105.666731912643;-14419.185391423292]
333,10,Foraging,Foraging,Adult,{12},{12;16},[5469.730384066701;29764.318447872996;-13905.712164998055]
333,12,Interacting with foreign object,Foraging,Adult,{10},{10},[3115.3700532764196;32388.99988824129;-12713.411153897643]
333,16,Foraging,Foraging,Adult,{},{10},[11287.364352645352;30103.2937502414;-14409.830601658672]
334,9,Foraging,Foraging,Adult,{12;10},{12;10;16},[3431.7463061157614;31050.29858393222;-13531.216558530927]
334,10,Foraging,Foraging,Adult,{12;9},{12;16;9},[5310.576360601932;29745.02063140273;-13912.013044334948]
334,12,Interacting with foreign object,Foraging,Adult,{10;9},{10;9},[3005.158594597131;32465.02002492547;-12683.10827858001]
334,16,Foraging,Foraging,Adult,{},{10;9},[11245.574095762335;30101.22273528762;-14400.624059609137]
335,9,Foraging,Foraging,Adult,{12;10},{12;10;16},[3431.7463061157614;31050.29858393222;-13531.216558530927]
335,10,Foraging,Foraging,Adult,{12;9},{12;16;9},[4933.0812327452;29797.836234353483;-13913.753225058317]
335,12,Interacting with foreign object,Foraging,Adult,{10;9},{10;9},[2893.93461378105;32532.040623769164;-12648.321574052796]
335,16,Foraging,Foraging,Adult,{},{10;9},[11262.58798339311;30139.35101761669;-14377.41900361143]
336,9,Foraging,Foraging,Adult,{12;10},{12;10;16},[3431.7463061157614;31050.29858393222;-13531.216558530927]
336,10,Foraging,Foraging,Adult,{12;9},{12;16;9},[4577.795723810792;29950.653644636273;-13881.497858837247]
336,12,Interacting with foreign object,Foraging,Adult,{10;9},{10;9},[2655.980266016908;32601.43232767284;-12638.496894326061]
336,16,Foraging,Foraging,Adult,{},{10;9},[11262.58798339311;30139.35101761669;-14377.41900361143]
337,9,Foraging,Foraging,Adult,{12;10},{12;10;16},[3431.7463061157614;31050.29858393222;-13531.216558530927]
337,10,Foraging,Foraging,Adult,{12;9},{12;16;9},[4829.233635643497;30170.292549043894;-13764.87332715094]
337,12,Interacting with foreign object,Foraging,Adult,{10;9},{10;9},[2673.8692296203226;32692.49949672073;-12587.693534265272]
337,16,Foraging,Foraging,Adult,{},{10;9},[11262.58798339311;30139.35101761669;-14377.41900361143]
338,9,Foraging,Foraging,Adult,{12;10},{12;10;16},[3440.8158038752154;31096.090886387974;-13508.604908652604]
338,10,Foraging,Foraging,Adult,{12;9},{12;16;9},[5205.778312115464;30526.029700722545;-13508.737656188197]
338,12,Interacting with foreign object,Foraging,Adult,{10;9},{10;9},[2632.474465421634;32704.19793663919;-12586.733136819676]
338,16,Foraging,Foraging,Adult,{},{10;9},[11262.58798339311;30139.35101761669;-14377.41900361143]
339,9,Foraging,Foraging,Adult,{12;10},{12;10},[3440.8158038752154;31096.090886387974;-13508.604908652604]
339,10,Foraging,Foraging,Adult,{12;9},{12;9},[5268.418370891362;30462.96307128668;-13535.445397935808]
339,12,Interacting with foreign object,Foraging,Adult,{10;9},{10;9},[2513.229299340397;32723.522609367967;-12575.8647756055]
340,9,Foraging,Foraging,Adult,{12;10},{12;10},[3440.8158038752154;31096.090886387974;-13508.604908652604]
340,10,Foraging,Foraging,Adult,{12;9},{12;9},[5195.014389201999;30485.64643383026;-13532.600096136332]
340,12,Interacting with foreign object,Foraging,Adult,{10;9},{10;9},[2814.910088192206;32553.86112869531;-12644.092545442283]
341,9,Foraging,Foraging,Adult,{12;10},{12;10},[3440.8158038752154;31096.090886387974;-13508.604908652604]
341,10,Foraging,Foraging,Adult,{12;9},{12;9},[5137.023189641535;30422.27070826292;-13581.307781368494]
341,12,Interacting with foreign object,Foraging,Adult,{10;9},{10;9},[3582.1372319364455;32621.32894985564;-12562.763378384523]
342,9,Foraging,Foraging,Adult,{12;10},{12;10},[3440.8158038752154;31096.090886387974;-13508.604908652604]
342,10,Foraging,Foraging,Adult,{12;9},{12;9},[4947.022195397876;30312.975301664323;-13674.082791742869]
342,12,Interacting with foreign object,Foraging,Adult,{10;9},{10;9},[3467.663768416038;32461.522232133895;-12617.39261419326]
343,9,Foraging,Foraging,Adult,{12;10},{12;10},[3440.8158038752154;31096.090886387974;-13508.604908652604]
343,10,Foraging,Foraging,Adult,{12;9},{12;9},[4754.527382479981;30187.94098223746;-13759.664234247059]
343,12,Interacting with foreign object,Foraging,Adult,{10;9},{10;9},[3571.3831180166453;32573.65295122564;-12587.191669873893]
344,9,Foraging,Foraging,Adult,{12;10},{12;10},[3440.8158038752154;31096.090886387974;-13508.604908652604]
344,10,Foraging,Foraging,Adult,{12;9},{12;9},[4409.000866828486;30250.204592891037;-13814.691043458879]
344,12,Interacting with foreign object,Foraging,Adult,{10;9},{10;9},[3894.9924051091075;32500.308373212814;-12563.999624431133]
345,9,Foraging,Foraging,Adult,{12;10},{12;10},[3449.568424541503;31139.420688658953;-13484.806732952595]
345,10,Foraging,Foraging,Adult,{12;9},{12;9},[4373.821185503155;30271.011835679412;-13817.781488910317]
345,12,Interacting with foreign object,Foraging,Adult,{10;9},{10;9},[3913.739110704977;32571.841624431312;-12504.593972086906]
346,9,Foraging,Foraging,Adult,{12;10},{12;10},[3449.568424541503;31139.420688658953;-13484.806732952595]
346,10,Foraging,Foraging,Adult,{12;9},{12;9},[4442.815043259412;30221.249446555972;-13807.870990153402]
346,12,Interacting with foreign object,Foraging,Adult,{10;9},{10;9},[4044.550203675404;32614.089096538723;-12496.758670389652]
347,9,Foraging,Foraging,Adult,{12;10},{12;10;16},[3449.568424541503;31139.420688658953;-13484.806732952595]
347,10,Foraging,Foraging,Adult,{12;9},{12;16;9},[4476.491340436041;30190.366664215922;-13800.161624893546]
347,12,Interacting with foreign object,Foraging,Adult,{10;9},{10;16;9},[4311.780034293421;32484.843925070018;-12533.159898454323]
347,16,Foraging,Foraging,Adult,{},{12;10;9},[10833.313963448629;30200.321635589004;-14272.542038945481]
348,9,Foraging,Foraging,Adult,{12;10},{12;10;16},[3449.568424541503;31139.420688658953;-13484.806732952595]
348,10,Foraging,Foraging,Adult,{12;9},{12;16;9},[4336.939818819985;30292.962037287652;-13821.196569994092]
348,12,Interacting with foreign object,Foraging,Adult,{10;9},{10;16;9},[4261.006500895601;32609.880874382332;-12439.363335184753]
348,16,Foraging,Foraging,Adult,{},{12;10;9},[10889.75526046753;30236.73960494995;-14254.974382400513]
349,9,Foraging,Foraging,Adult,{12;10},{12;10;16},[3449.568424541503;31139.420688658953;-13484.806732952595]
349,10,Foraging,Foraging,Adult,{12;9},{12;16;9},[4483.459572859108;30552.492370784283;-13657.181207939982]
349,12,Interacting with foreign object,Foraging,Adult,{10;9},{10;16;9},[4006.50035905838;32625.6685962677;-12494.447738170624]
349,16,Foraging,Foraging,Adult,{},{12;10;9},[10971.021474063396;30231.51699644327;-14269.006221681833]
350,9,Foraging,Foraging,Adult,{12;10},{12;10;16},[3449.568424541503;31139.420688658953;-13484.806732952595]
350,10,Foraging,Foraging,Adult,{12;9},{12;16;9},[5364.2971745003015;30948.514547891915;-13237.084017863497]
350,12,Interacting with foreign object,Foraging,Adult,{10;9},{10;9},[3590.5458827158436;32660.106034368277;-12532.99507104978]
350,16,Foraging,Foraging,Adult,{},{10;9},[11031.950278062373;30278.012003466487;-14256.101108331233]
351,9,Foraging,Foraging,Adult,{12;10},{12;10;16},[3449.568424541503;31139.420688658953;-13484.806732952595]
351,10,Foraging,Foraging,Adult,{12;9},{12;16;9},[5526.669262751937;30948.3295596689;-13221.925096914172]
351,12,Moving,Foraging,Adult,{10;9},{10;9},[2669.008418683894;32462.361190758646;-12720.0790093299]
351,16,Foraging,Foraging,Adult,{},{10;9},[11073.22183153592;30277.421571806073;-14264.091909995303]
