Time,ID,Behaviour,Zone,Meerkat type,Close_neighbours,Distant_neighbours,Coordinates
129,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{},[-31681.377965370193;70787.40139205009;2062.712695154245]
129,15,Allogroom,Sand Area,Adult,{1},{1},[-25385.91739071347;71165.8115837872;8336.759801764973]
129,19,Low sitting/standing (stationary),Right Sand Area,Adult,{},{},[74368.99393284321;50371.75573295355;21399.730541437864]
129,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-12266.001472510397;29190.561142124236;-9795.253096345812]
129,22,Interacting with foreign object,Sand Area,Adult,{},{},[55683.72265279293;50396.0500112772;19601.691568762064]
129,0,Sunbathe,Sand Area,Adult,{10},{10},[42619.98279953003;52085.53853559494;16329.229493558407]
129,1,Lying/resting (stationary),Around Mound,Adult,{15},{15},[-24450.931023055688;71014.82811526209;6295.634183842223]
130,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[40477.305477544665;52168.712047331035;15877.543656506576]
130,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{},[-31671.02494175732;70784.34888219833;1889.4852012963966]
130,15,Allogroom,Sand Area,Adult,{1},{1},[-26141.530766628683;71178.53289783001;8152.266292385757]
130,19,Moving,Right Sand Area,Adult,{},{},[76886.18734192848;50770.92217563838;24897.227275170386]
130,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-12266.001472510397;29190.561142124236;-9795.253096345812]
130,22,Interacting with foreign object,Sand Area,Adult,{},{},[54595.55371657014;50272.012796759605;17248.05167852342]
130,0,Sunbathe,Sand Area,Adult,{10},{10},[42619.98279953003;52085.53853559494;16329.229493558407]
130,1,Lying/resting (stationary),Around Mound,Adult,{15},{15},[-24458.09464454651;70999.6725769043;6471.425634384155]
131,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[40383.47848922014;52170.08438973874;15790.545134177431]
131,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{},[-31652.680950772017;70769.9662167579;1618.9956763237715]
131,15,Allogroom,Sand Area,Adult,{1},{1},[-26709.286171350628;71183.88836763799;7964.694437182043]
131,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-12266.001472510397;29190.561142124236;-9795.253096345812]
131,22,Interacting with foreign object,Right Sand Area,Adult,{},{},[55630.914719611406;49908.43776679039;15293.559195458889]
131,0,Sunbathe,Sand Area,Adult,{10},{10},[42619.98279953003;52085.53853559494;16329.229493558407]
131,1,Low sitting/standing (stationary),Around Mound,Adult,{15},{15},[-24466.763320952654;70998.98471736908;6645.033195447177]
132,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[40383.47848922014;52170.08438973874;15790.545134177431]
132,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{15;1},[-31645.967091063038;70764.02317059785;1532.2613775094505]
132,15,Moving,Around Mound,Adult,{},{1;14},[-32253.054594755173;71036.94780302048;6633.267570912838]
132,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-12266.001472510397;29190.561142124236;-9795.253096345812]
132,22,Interacting with foreign object,Right Sand Area,Adult,{},{},[56811.89437745884;49656.705837890506;14839.861839501187]
132,0,Sunbathe,Sand Area,Adult,{10},{10},[42619.98279953003;52085.53853559494;16329.229493558407]
132,1,Low sitting/standing (stationary),Around Mound,Adult,{},{15;14},[-25410.226267665625;71047.49704000354;6282.6617762912065]
133,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[40379.88000128791;52172.419341836125;15718.94382304512]
133,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{15;1},[-31652.680950772017;70769.9662167579;1618.9956763237715]
133,15,Low sitting/standing (stationary),Around Mound,Adult,{},{14},[-35255.055084228516;70976.8948135376;6504.102440357208]
133,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-12266.001472510397;29190.561142124236;-9795.253096345812]
133,22,Interacting with foreign object,Right Sand Area,Adult,{},{},[59079.223933413625;49455.449034661055;15277.41481179744]
133,0,Sunbathe,Sand Area,Adult,{10},{10},[42532.55439532548;52090.88152503222;16320.147379832342]
133,1,Low sitting/standing (stationary),Around Mound,Adult,{},{14},[-25495.819295227528;70943.327409029;5035.401694834232]
134,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[40379.88000128791;52172.419341836125;15718.94382304512]
134,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{15;1},[-31652.680950772017;70769.9662167579;1618.9956763237715]
134,15,Low sitting/standing (stationary),Around Mound,Adult,{},{14},[-35370.13036258519;70985.80095794052;6595.371635951567]
134,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-12266.001472510397;29190.561142124236;-9795.253096345812]
134,22,Interacting with foreign object,Right Sand Area,Adult,{},{},[66842.47026604414;50137.07924263924;19809.055964313447]
134,0,Sunbathe,Sand Area,Adult,{10},{10},[42532.55439532548;52090.88152503222;16320.147379832342]
134,1,Low sitting/standing (stationary),Around Mound,Adult,{},{14},[-25870.709978405386;70932.4511282593;5029.531017119065]
135,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[40377.410417854786;52174.569930553436;15644.92688730359]
135,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{15;1},[-31759.21292591095;70774.07795715332;1705.9164465516806]
135,15,Low sitting/standing (stationary),Around Mound,Adult,{},{14},[-35583.91362807155;70996.1448123604;6684.142330324743]
135,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-12266.001472510397;29190.561142124236;-9795.253096345812]
135,22,Interacting with foreign object,Right Sand Area,Adult,{},{},[70770.76653589308;50293.33245174587;20539.66391742602]
135,0,Sunbathe,Sand Area,Adult,{10},{10},[42532.55439532548;52090.88152503222;16320.147379832342]
135,1,Low sitting/standing (stationary),Around Mound,Adult,{},{14},[-26240.713299565017;70908.96427479386;5019.517503788695]
136,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[40296.06371110678;52183.906189382076;15638.366599693894]
136,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{15;1},[-31661.419741630554;70775.46393585205;1709.090053409338]
136,15,Low sitting/standing (stationary),Around Mound,Adult,{},{14},[-35482.55978234112;70996.3059629798;6686.726661588065]
136,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-12266.001472510397;29190.561142124236;-9795.253096345812]
136,22,Interacting with foreign object,Right Sand Area,Adult,{},{},[69397.71400114894;49926.816198408604;18287.54718457535]
136,0,Sunbathe,Sand Area,Adult,{10},{10},[42525.020787894726;52088.48529061675;16243.061352733523]
136,1,Low sitting/standing (stationary),Around Mound,Adult,{},{14},[-26622.25067909062;70907.6279181242;5014.3159050270915]
137,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[40294.67247734964;52185.93047526479;15563.56263923645]
137,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{15;1},[-31759.21292591095;70774.07795715332;1705.9164465516806]
137,15,Low sitting/standing (stationary),Around Mound,Adult,{},{14},[-35482.55978234112;70996.3059629798;6686.726661588065]
137,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-12266.001472510397;29190.561142124236;-9795.253096345812]
137,22,Interacting with foreign object,Right Sand Area,Adult,{},{},[67300.04441997409;49778.10771202296;17183.911907836795]
137,0,Sunbathe,Sand Area,Adult,{10},{10},[42525.020787894726;52088.48529061675;16243.061352733523]
137,1,Moving,Around Mound,Adult,{},{14},[-27020.936835050583;70941.95124387741;5008.064139634371]
138,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[40294.67247734964;52185.93047526479;15563.56263923645]
138,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{15},[-31861.847325086594;70775.76070713997;1791.4890299588442]
138,15,Low sitting/standing (stationary),Around Mound,Adult,{},{14},[-35273.5044811815;70988.25386855006;6689.0971660502255]
138,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-12266.001472510397;29190.561142124236;-9795.253096345812]
138,22,Interacting with foreign object,Right Sand Area,Adult,{},{},[65188.57025919855;49642.60031503439;16478.05337146111]
138,0,Sunbathe,Sand Area,Adult,{10},{10},[42525.020787894726;52088.48529061675;16243.061352733523]
138,1,Moving,Sand Area,Adult,{},{},[-45694.42258535698;61458.02281868085;2572.1382059378084]
139,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[40293.18981972337;52191.350657343864;15492.160652715713]
139,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{15},[-31861.847325086594;70775.76070713997;1791.4890299588442]
139,15,Low sitting/standing (stationary),Around Mound,Adult,{},{14},[-35273.5044811815;70988.25386855006;6689.0971660502255]
139,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-12266.001472510397;29190.561142124236;-9795.253096345812]
139,22,Interacting with foreign object,Right Sand Area,Adult,{},{},[64884.25980728865;49586.987936645746;16039.829428315163]
139,0,Sunbathe,Sand Area,Adult,{10},{10},[42525.020787894726;52088.48529061675;16243.061352733523]
139,1,Moving,Left Sticks Area,Adult,{},{},[-54673.597913742065;52555.26566018164;-589.8878369236481]
140,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[40208.39631539583;52197.24586850405;15482.72487564385]
140,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{15},[-31866.736439943314;70777.96440410614;1880.218551427126]
140,15,Low sitting/standing (stationary),Around Mound,Adult,{},{14},[-35171.197546482086;70986.4625864029;6688.710987627506]
140,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-12266.001472510397;29190.561142124236;-9795.253096345812]
140,22,Interacting with foreign object,Right Sand Area,Adult,{},{},[64672.628241062164;49523.03764128685;15611.70469981432]
140,0,Sunbathe,Sand Area,Adult,{10},{10},[42525.020787894726;52088.48529061675;16243.061352733523]
140,1,Moving,Left Sticks Area,Adult,{},{},[-60086.130270540714;47970.75976961851;-742.0993374460377]
141,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[40206.74944651127;52202.46852517128;15411.527619063854]
141,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{15},[-31866.736439943314;70777.96440410614;1880.218551427126]
141,15,High sitting/standing (Vigilant),Around Mound,Adult,{},{14},[-35067.33234397322;70986.58079500496;6688.505562947132]
141,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-12266.001472510397;29190.561142124236;-9795.253096345812]
141,22,Interacting with foreign object,Right Sand Area,Adult,{},{},[64461.4751993753;49457.032021559775;15186.483563500457]
141,0,Sunbathe,Sand Area,Adult,{10},{10},[42525.020787894726;52088.48529061675;16243.061352733523]
142,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[40206.74944651127;52202.46852517128;15411.527619063854]
142,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{15},[-31866.736439943314;70777.96440410614;1880.218551427126]
142,15,High sitting/standing (Vigilant),Around Mound,Adult,{},{14},[-35067.33234397322;70986.58079500496;6688.505562947132]
142,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-12266.001472510397;29190.561142124236;-9795.253096345812]
142,22,Interacting with foreign object,Right Sand Area,Adult,{},{},[64174.45027887821;49412.788062006235;14837.146733619273]
142,0,Sunbathe,Sand Area,Adult,{10},{10},[42525.020787894726;52088.48529061675;16243.061352733523]
143,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[40203.35002875328;52205.312687087804;15336.420725327916]
143,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{15},[-31968.696414358914;70777.41248506308;1966.4949541687965]
143,15,High sitting/standing (Vigilant),Around Mound,Adult,{},{14},[-34969.71086370945;70995.29753518105;6689.109796062112]
143,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-12266.001472510397;29190.561142124236;-9795.253096345812]
143,22,Interacting with foreign object,Right Sand Area,Adult,{},{},[63925.87321789563;49391.85086508095;14652.475582350045]
143,0,Sunbathe,Sand Area,Adult,{10},{10},[42525.020787894726;52088.48529061675;16243.061352733523]
144,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[40203.35002875328;52205.312687087804;15336.420725327916]
144,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{15},[-31870.884566128254;70779.48299574852;1969.6923746168613]
144,15,High sitting/standing (Vigilant),Around Mound,Adult,{},{14},[-34969.71086370945;70995.29753518105;6689.109796062112]
144,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-12266.001472510397;29190.561142124236;-9795.253096345812]
144,22,Interacting with foreign object,Right Sand Area,Adult,{},{},[63784.033005684614;49371.70814818144;14479.608039889485]
144,0,Sunbathe,Sand Area,Adult,{10},{10},[42426.68270920217;52090.52261246741;16156.666345123202]
145,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[40115.9268220067;52210.95516681671;15253.715348854661]
145,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{15},[-31975.505804538727;70778.58504259586;2056.501811169088]
145,15,High sitting/standing (Vigilant),Around Mound,Adult,{},{14},[-34969.71086370945;70995.29753518105;6689.109796062112]
145,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-12266.001472510397;29190.561142124236;-9795.253096345812]
145,22,Interacting with foreign object,Right Sand Area,Adult,{},{},[63646.242106199265;49354.50940643251;14307.325640544295]
145,0,Sunbathe,Sand Area,Adult,{10},{10},[42426.68270920217;52090.52261246741;16156.666345123202]
146,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[40115.9268220067;52210.95516681671;15253.715348854661]
146,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{15},[-32075.38469824195;70777.26501637697;2053.323716711253]
146,15,High sitting/standing (Vigilant),Around Mound,Adult,{},{14},[-34868.122118644416;70999.0597935468;6689.471040197648]
146,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-12266.001472510397;29190.561142124236;-9795.253096345812]
146,22,Interacting with foreign object,Right Sand Area,Adult,{},{},[63399.84473606944;49335.04976630211;14123.333865605295]
146,0,Sunbathe,Sand Area,Adult,{10},{10},[42426.68270920217;52090.52261246741;16156.666345123202]
147,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[40116.32273668051;52216.357655406;15182.882728993893]
147,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{15},[-32075.38469824195;70777.26501637697;2053.323716711253]
147,15,High sitting/standing (Vigilant),Around Mound,Adult,{},{14},[-34868.122118644416;70999.0597935468;6689.471040197648]
147,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-12266.001472510397;29190.561142124236;-9795.253096345812]
147,22,Interacting with foreign object,Right Sand Area,Adult,{},{},[62710.945952653885;49173.1974491775;12946.504548795521]
147,0,Sunbathe,Sand Area,Adult,{10},{10},[42426.68270920217;52090.52261246741;16156.666345123202]
148,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[40035.396736860275;52227.39496898651;15175.44482010603]
148,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{15},[-32078.77272004634;70778.52660645545;2143.442143736873]
148,15,High sitting/standing (Vigilant),Around Mound,Adult,{},{14},[-34868.122118644416;70999.0597935468;6689.471040197648]
148,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-12266.001472510397;29190.561142124236;-9795.253096345812]
148,22,Interacting with foreign object,Right Sand Area,Adult,{},{},[64316.896592617035;49231.5468249321;13563.460253059864]
148,0,Sunbathe,Sand Area,Adult,{10},{10},[42337.34447300434;52093.54691231251;16146.940976947546]
149,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[40038.597529523075;52238.97400376201;15104.953899310902]
149,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{15},[-32078.77272004634;70778.52660645545;2143.442143736873]
149,15,High sitting/standing (Vigilant),Around Mound,Adult,{},{14},[-34868.122118644416;70999.0597935468;6689.471040197648]
149,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-12266.001472510397;29190.561142124236;-9795.253096345812]
149,22,Interacting with foreign object,Right Sand Area,Adult,{},{},[67769.55360719562;49405.93362799287;14989.569944571704]
149,0,Sunbathe,Sand Area,Adult,{10},{10},[42337.34447300434;52093.54691231251;16146.940976947546]
150,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[40038.597529523075;52238.97400376201;15104.953899310902]
150,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{15},[-32085.320173680782;70779.11800849438;2233.435119640082]
150,15,High sitting/standing (Vigilant),Around Mound,Adult,{},{14},[-35067.33234397322;70986.58079500496;6688.505562947132]
150,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-12266.001472510397;29190.561142124236;-9795.253096345812]
150,22,Interacting with foreign object,Right Sand Area,Adult,{},{},[70422.35678195953;49403.45326089859;15036.527189731598]
150,0,Sunbathe,Sand Area,Adult,{10},{10},[42337.34447300434;52093.54691231251;16146.940976947546]
151,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[40037.192116595805;52241.10430803895;15033.441424986348]
151,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{},[-32085.320173680782;70779.11800849438;2233.435119640082]
151,15,Moving,Around Mound,Adult,{},{},[-23860.550352185965;70798.6491111517;3655.857941161841]
151,20,Moving,Mound,Adult,{},{},[-9890.945199800655;27048.83231211081;-9994.220794910565]
151,22,Interacting with foreign object,Right Sand Area,Adult,{},{},[71965.74956585467;49376.92133702338;15134.87349780649]
151,0,Sunbathe,Sand Area,Adult,{10},{10},[42337.34447300434;52093.54691231251;16146.940976947546]
152,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[40037.192116595805;52241.10430803895;15033.441424986348]
152,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{},[-32479.32122707367;70768.96161270142;2224.021206974983]
152,15,Moving,Mound,Adult,{},{},[-18032.189830608666;69636.68342722952;-10924.544014628045]
152,20,Moving,Mound,Adult,{},{},[-16948.122458577156;64139.86815214157;-29865.720766630024]
152,22,Interacting with foreign object,Right Sand Area,Adult,{},{},[74584.40221464634;49558.54658436775;16865.289704427123]
152,0,Sunbathe,Sand Area,Adult,{10},{10},[42330.31397980079;52091.86096023396;16074.468146610074]
153,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[40034.2629045248;52244.5832978487;14958.105782449245]
153,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{},[-34059.43955399096;70711.18346507102;2185.320551978424]
153,15,Moving,Mound,Adult,{},{},[-11221.134011399;68999.19617067277;-15881.014371447265]
153,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-15931.31047340855;62349.055799387395;-30386.359301671386]
153,22,Interacting with foreign object,Right Sand Area,Adult,{},{},[99435.73824575543;64830.792553946376;23004.816749311984]
153,0,Sunbathe,Sand Area,Adult,{10},{10},[42330.31397980079;52091.86096023396;16074.468146610074]
154,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[40034.2629045248;52244.5832978487;14958.105782449245]
154,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{},[-34059.43955399096;70711.18346507102;2185.320551978424]
154,15,Raised Guarding (Vigilant),Mound,Adult,{},{},[-7622.6981919063255;67896.05275295675;-16984.276157453656]
154,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-15827.079398432747;62260.38361289725;-30334.606942392886]
154,22,Interacting with foreign object,Right Sand Area,Adult,{},{},[0.0;0.0;0.0]
154,0,Sunbathe,Sand Area,Adult,{10},{10},[42330.31397980079;52091.86096023396;16074.468146610074]
155,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[39869.48777393997;52265.79363755137;14871.48083213158]
155,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{},[-34156.71195268631;70708.54993587732;2185.3204141724855]
155,15,Raised Guarding (Vigilant),Mound,Adult,{},{},[-7140.573799788952;66712.16000008583;-17929.24664710462]
155,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-15737.915084660053;62238.18124246597;-30318.059062972665]
155,22,Interacting with foreign object,Right Sand Area,Adult,{},{},[0.0;0.0;0.0]
155,0,Sunbathe,Sand Area,Adult,{10},{10},[42330.31397980079;52091.86096023396;16074.468146610074]
156,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[39869.48777393997;52265.79363755137;14871.48083213158]
156,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{},[-34258.21762466431;70706.86175298691;2181.8339769393206]
156,15,Raised Guarding (Vigilant),Mound,Adult,{},{},[-6575.812644125894;66060.5546670556;-17644.862098425627]
156,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-12875.74560275115;50887.60178511217;-24996.52246230282]
156,22,Interacting with foreign object,Right Sand Area,Adult,{},{},[0.0;0.0;0.0]
156,0,Sunbathe,Sand Area,Adult,{10},{10},[42244.56903299689;52099.32889354229;16064.032878637314]
157,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[39875.144151788205;52278.97015856579;14803.201749224216]
157,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{},[-34258.21762466431;70706.86175298691;2181.8339769393206]
157,15,Raised Guarding (Vigilant),Mound,Adult,{},{},[-6605.416664506774;66338.78798408061;-17553.295901335776]
157,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-9136.800482193008;36099.23246514052;-17783.73122985661]
157,22,Interacting with foreign object,Right Sand Area,Adult,{},{},[0.0;0.0;0.0]
157,0,Sunbathe,Sand Area,Adult,{10},{10},[42244.56903299689;52099.32889354229;16064.032878637314]
158,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[39875.144151788205;52278.97015856579;14803.201749224216]
158,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{},[-34355.02949845791;70702.07122844458;2177.3197371922433]
158,15,Raised Guarding (Vigilant),Mound,Adult,{},{},[-6832.880876552779;66901.25227136165;-17458.464044824243]
158,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-9136.800482193008;36099.23246514052;-17783.73122985661]
158,22,Interacting with foreign object,Right Sand Area,Adult,{},{},[0.0;0.0;0.0]
158,0,Sunbathe,Sand Area,Adult,{10},{10},[42244.56903299689;52099.32889354229;16064.032878637314]
159,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[39872.75011269748;52282.931370437145;14730.748161517084]
159,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{},[-34453.19723143056;70694.0816354528;2175.4927068012767]
159,15,Raised Guarding (Vigilant),Mound,Adult,{},{},[-6850.210396062583;67040.53932780027;-17327.30612103641]
159,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-9136.800482193008;36099.23246514052;-17783.73122985661]
159,22,Interacting with foreign object,Right Sand Area,Adult,{},{},[0.0;0.0;0.0]
159,0,Sunbathe,Sand Area,Adult,{10},{10},[42244.56903299689;52099.32889354229;16064.032878637314]
160,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[39872.75011269748;52282.931370437145;14730.748161517084]
160,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{},[-34453.19723143056;70694.0816354528;2175.4927068012767]
160,15,Raised Guarding (Vigilant),Mound,Adult,{},{},[-7061.052900720388;67423.0215792656;-17179.209835499525]
160,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-9136.800482193008;36099.23246514052;-17783.73122985661]
160,22,Interacting with foreign object,Right Sand Area,Adult,{},{},[0.0;0.0;0.0]
160,0,Sunbathe,Sand Area,Adult,{10},{10},[42152.46944564581;52105.474076509476;15978.787979155779]
161,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[39870.5316978395;52283.90397243202;14655.760365076363]
161,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{},[-34654.930082932115;70690.91474545002;2172.476041047834]
161,15,Raised Guarding (Vigilant),Mound,Adult,{},{},[-7091.185698776506;67666.4556325376;-16983.983123045415]
161,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-9136.800482193008;36099.23246514052;-17783.73122985661]
161,0,Sunbathe,Sand Area,Adult,{10},{10},[42152.46944564581;52105.474076509476;15978.787979155779]
162,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[39779.90131032467;52282.519653081894;14646.334925681353]
162,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{},[-34654.930082932115;70690.91474545002;2172.476041047834]
162,15,Raised Guarding (Vigilant),Mound,Adult,{},{},[-7278.898388117552;67824.48975801468;-16862.830130934715]
162,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-12875.74560275115;50887.60178511217;-24996.52246230282]
162,0,Sunbathe,Sand Area,Adult,{10},{10},[42152.46944564581;52105.474076509476;15978.787979155779]
163,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[39777.70255422592;52283.624819517136;14573.702910363674]
163,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{},[-34756.35060176253;70691.7697609663;2169.2580047864467]
163,15,Moving,Mound,Adult,{},{},[-7295.863975478336;67939.89840325713;-16638.57169491425]
163,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-12875.74560275115;50887.60178511217;-24996.52246230282]
163,0,Sunbathe,Sand Area,Adult,{10},{10},[42152.46944564581;52105.474076509476;15978.787979155779]
164,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[39777.70255422592;52283.624819517136;14573.702910363674]
164,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{},[-34860.254026427865;70691.95078364015;2166.019241509959]
164,15,Moving,Mound,Adult,{},{},[-11086.503735885024;69571.8211196661;-9224.425009854138]
164,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-12875.74560275115;50887.60178511217;-24996.52246230282]
164,0,Sunbathe,Sand Area,Adult,{10},{10},[42152.46944564581;52105.474076509476;15978.787979155779]
165,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[39680.39538195729;52280.81848742068;14489.186269979924]
165,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{},[-35162.55603326857;70687.27139869332;2159.7121996167116]
165,15,Moving,Around Mound,Adult,{},{},[-8138.788680590689;69724.72552455962;723.0261594331241]
165,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-12875.74560275115;50887.60178511217;-24996.52246230282]
165,0,Sunbathe,Sand Area,Adult,{10},{10},[42152.46944564581;52105.474076509476;15978.787979155779]
166,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[39680.39538195729;52280.81848742068;14489.186269979924]
166,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{},[-35465.98478442058;70677.80701815337;2154.0074250872713]
166,15,Dig burrow,Around Mound,Adult,{},{},[-8866.308747701347;69832.2457574755;1375.98655079538]
166,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-12875.74560275115;50887.60178511217;-24996.52246230282]
166,24,Dig burrow,Sand Area,Adult,{},{},[62188.101117387414;85456.4960911572;70301.50164529681]
166,0,Sunbathe,Sand Area,Adult,{10},{10},[42152.46944564581;52105.474076509476;15978.787979155779]
167,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[39678.824577748775;52281.52484703064;14416.175645770505]
167,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{},[-35867.91249424219;70670.610206604;2143.5261660292745]
167,15,Dig burrow,Around Mound,Adult,{},{},[-8866.308747701347;69832.2457574755;1375.98655079538]
167,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-12875.74560275115;50887.60178511217;-24996.52246230282]
167,24,Moving,Sand Area,Adult,{},{},[64261.82307975367;85586.20320388675;70828.11274977028]
167,0,Sunbathe,Sand Area,Adult,{10},{10},[42062.99624482542;52108.28361482173;15971.533918447793]
168,10,Low sitting/standing (stationary),Sand Area,Adult,{0},{0},[39678.824577748775;52281.52484703064;14416.175645770505]
168,14,High sitting/standing (Vigilant),Around Mound,Adult,{},{},[-36287.12180945277;70680.10448396206;2137.449376778677]
168,15,Dig burrow,Around Mound,Adult,{},{},[-8866.308747701347;69832.2457574755;1375.98655079538]
168,20,Low sitting/standing (stationary),Mound,Adult,{},{},[-12875.74560275115;50887.60178511217;-24996.52246230282]
168,24,Moving,Sand Area,Adult,{},{},[41862.62005344033;53211.39752288163;37786.84194217622]
