Time,ID,Behaviour,Zone,Meerkat type,Close_neighbours,Distant_neighbours,Coordinates
177,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-27326.98300242424;58205.69810849428;-20507.541270911694]
177,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1365.9715969403042;50712.920008935034;-15048.562663583085]
177,0,Low sitting/standing (stationary),Mound,Adult,{},{},[-18209.239747568965;64801.369515776634;-33593.083914369345]
177,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25149.512893870473;59631.3888939023;-22348.966363042593]
178,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-27326.98300242424;58205.69810849428;-20507.541270911694]
178,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1365.9715969403042;50712.920008935034;-15048.562663583085]
178,0,Low sitting/standing (stationary),Mound,Adult,{},{},[-18209.239747568965;64801.369515776634;-33593.083914369345]
178,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25085.044923175126;59685.94612698257;-22360.832568004727]
179,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-27326.98300242424;58205.69810849428;-20507.541270911694]
179,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1365.9715969403042;50712.920008935034;-15048.562663583085]
179,0,Low sitting/standing (stationary),Mound,Adult,{},{},[-18209.239747568965;64801.369515776634;-33593.083914369345]
179,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
180,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-27326.98300242424;58205.69810849428;-20507.541270911694]
180,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1301.5114031000994;50619.4700153172;-15018.875785194337]
180,0,Low sitting/standing (stationary),Mound,Adult,{},{},[-18209.239747568965;64801.369515776634;-33593.083914369345]
180,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25183.4443171639;59527.41917527467;-22154.934148101136]
181,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-27326.98300242424;58205.69810849428;-20507.541270911694]
181,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1301.5114031000994;50619.4700153172;-15018.875785194337]
181,0,Low sitting/standing (stationary),Mound,Adult,{},{},[-18209.239747568965;64801.369515776634;-33593.083914369345]
181,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25134.127253796905;59602.68899105489;-22256.34071878344]
182,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-27326.98300242424;58205.69810849428;-20507.541270911694]
182,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1235.4792434310075;50582.51756836474;-15005.882475625724]
182,0,Low sitting/standing (stationary),Mound,Adult,{},{},[-18209.239747568965;64801.369515776634;-33593.083914369345]
182,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
183,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-27326.98300242424;58205.69810849428;-20507.541270911694]
183,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1301.5114031000994;50619.4700153172;-15018.875785194337]
183,0,Low sitting/standing (stationary),Mound,Adult,{},{},[-18209.239747568965;64801.369515776634;-33593.083914369345]
183,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
184,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-27326.98300242424;58205.69810849428;-20507.541270911694]
184,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1365.9715969403042;50712.920008935034;-15048.562663583085]
184,0,Low sitting/standing (stationary),Mound,Adult,{},{},[-18209.239747568965;64801.369515776634;-33593.083914369345]
184,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
185,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-27260.002008214593;58244.86442680657;-20512.963625136763]
185,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1432.9677927922457;50884.84521308541;-15100.554282514378]
185,0,Low sitting/standing (stationary),Mound,Adult,{},{},[-18209.239747568965;64801.369515776634;-33593.083914369345]
185,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
186,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26988.837656348944;58376.21902447939;-20683.1664467901]
186,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1438.4949305783957;51151.68681996316;-15246.04725278169]
186,0,Low sitting/standing (stationary),Mound,Adult,{},{},[-18573.53686087951;64909.44244839251;-33121.37914019078]
186,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
187,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26908.029548212886;58379.50927379727;-20756.13413565606]
187,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1438.4949305783957;51151.68681996316;-15246.04725278169]
187,0,Low sitting/standing (stationary),Mound,Adult,{},{},[-18398.89375758171;64952.97151148319;-32937.816677331924]
187,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
188,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26762.64270377159;58422.7776991725;-20834.974054038525]
188,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1438.4949305783957;51151.68681996316;-15246.04725278169]
188,0,Low sitting/standing (stationary),Mound,Adult,{},{},[-18315.378536440432;64936.23169810325;-33108.227237172425]
188,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
189,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26762.64270377159;58422.7776991725;-20834.974054038525]
189,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1438.4949305783957;51151.68681996316;-15246.04725278169]
189,0,Low sitting/standing (stationary),Mound,Adult,{},{},[-18397.049847126007;64898.80913209915;-33190.58487176895]
189,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
190,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26762.64270377159;58422.7776991725;-20834.974054038525]
190,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1438.4949305783957;51151.68681996316;-15246.04725278169]
190,0,Low sitting/standing (stationary),Mound,Adult,{},{},[-18391.093571454287;64865.89957050979;-33269.220174998045]
190,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
191,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26762.64270377159;58422.7776991725;-20834.974054038525]
191,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1438.4949305783957;51151.68681996316;-15246.04725278169]
191,0,Low sitting/standing (stationary),Mound,Adult,{},{},[-18558.215444285423;64817.83146146312;-33352.49285823479]
191,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
192,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26762.64270377159;58422.7776991725;-20834.974054038525]
192,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1438.4949305783957;51151.68681996316;-15246.04725278169]
192,0,Low sitting/standing (stationary),Mound,Adult,{},{},[-18557.256303552538;64802.708626974374;-33439.544490572065]
192,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
193,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26762.64270377159;58422.7776991725;-20834.974054038525]
193,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1438.4949305783957;51151.68681996316;-15246.04725278169]
193,0,Low sitting/standing (stationary),Mound,Adult,{},{},[-18638.070209257305;64752.81358355284;-33518.28564096987]
193,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
194,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26762.64270377159;58422.7776991725;-20834.974054038525]
194,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1438.4949305783957;51151.68681996316;-15246.04725278169]
194,0,Low sitting/standing (stationary),Mound,Adult,{},{},[-18469.949643611908;64772.17387008667;-33602.674451589584]
194,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
195,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26762.64270377159;58422.7776991725;-20834.974054038525]
195,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1438.4949305783957;51151.68681996316;-15246.04725278169]
195,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18037.02173243463;64808.50947588682;-33578.546858519316]
195,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
196,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26762.64270377159;58422.7776991725;-20834.974054038525]
196,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1438.4949305783957;51151.68681996316;-15246.04725278169]
196,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
196,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
197,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26762.64270377159;58422.7776991725;-20834.974054038525]
197,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1438.4949305783957;51151.68681996316;-15246.04725278169]
197,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
197,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
198,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26762.64270377159;58422.7776991725;-20834.974054038525]
198,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1438.4949305783957;51151.68681996316;-15246.04725278169]
198,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
198,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
199,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26762.64270377159;58422.7776991725;-20834.974054038525]
199,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1438.4949305783957;51151.68681996316;-15246.04725278169]
199,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
199,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
200,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26762.64270377159;58422.7776991725;-20834.974054038525]
200,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1438.4949305783957;51151.68681996316;-15246.04725278169]
200,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
200,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
201,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26762.64270377159;58422.7776991725;-20834.974054038525]
201,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1432.9677927922457;50884.84521308541;-15100.554282514378]
201,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
201,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
202,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26762.64270377159;58422.7776991725;-20834.974054038525]
202,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1432.9677927922457;50884.84521308541;-15100.554282514378]
202,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
202,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
203,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26762.64270377159;58422.7776991725;-20834.974054038525]
203,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1432.9677927922457;50884.84521308541;-15100.554282514378]
203,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
203,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
204,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26762.64270377159;58422.7776991725;-20834.974054038525]
204,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1432.9677927922457;50884.84521308541;-15100.554282514378]
204,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
204,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
205,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26762.64270377159;58422.7776991725;-20834.974054038525]
205,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1432.9677927922457;50884.84521308541;-15100.554282514378]
205,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
205,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
206,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26762.64270377159;58422.7776991725;-20834.974054038525]
206,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1432.9677927922457;50884.84521308541;-15100.554282514378]
206,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
206,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
207,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26762.64270377159;58422.7776991725;-20834.974054038525]
207,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1432.9677927922457;50884.84521308541;-15100.554282514378]
207,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
207,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
208,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26762.64270377159;58422.7776991725;-20834.974054038525]
208,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1432.9677927922457;50884.84521308541;-15100.554282514378]
208,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
208,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
209,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26762.64270377159;58422.7776991725;-20834.974054038525]
209,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1432.9677927922457;50884.84521308541;-15100.554282514378]
209,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
209,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
210,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26762.64270377159;58422.7776991725;-20834.974054038525]
210,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1432.9677927922457;50884.84521308541;-15100.554282514378]
210,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
210,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
211,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26762.64270377159;58422.7776991725;-20834.974054038525]
211,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1432.9677927922457;50884.84521308541;-15100.554282514378]
211,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
211,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
212,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26762.64270377159;58422.7776991725;-20834.974054038525]
212,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1432.9677927922457;50884.84521308541;-15100.554282514378]
212,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
212,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
213,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26762.64270377159;58422.7776991725;-20834.974054038525]
213,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1432.9677927922457;50884.84521308541;-15100.554282514378]
213,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
213,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
214,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26762.64270377159;58422.7776991725;-20834.974054038525]
214,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1432.9677927922457;50884.84521308541;-15100.554282514378]
214,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
214,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
215,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26762.64270377159;58422.7776991725;-20834.974054038525]
215,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1432.9677927922457;50884.84521308541;-15100.554282514378]
215,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
215,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
216,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26762.64270377159;58422.7776991725;-20834.974054038525]
216,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1432.9677927922457;50884.84521308541;-15100.554282514378]
216,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
216,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
217,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26762.64270377159;58422.7776991725;-20834.974054038525]
217,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1432.9677927922457;50884.84521308541;-15100.554282514378]
217,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
217,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
218,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26762.64270377159;58422.7776991725;-20834.974054038525]
218,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1432.9677927922457;50884.84521308541;-15100.554282514378]
218,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
218,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
219,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26762.64270377159;58422.7776991725;-20834.974054038525]
219,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1432.9677927922457;50884.84521308541;-15100.554282514378]
219,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
219,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
220,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26762.64270377159;58422.7776991725;-20834.974054038525]
220,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1432.9677927922457;50884.84521308541;-15100.554282514378]
220,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
220,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
221,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26762.64270377159;58422.7776991725;-20834.974054038525]
221,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1433.2332217991352;50823.83990615606;-15019.196626372635]
221,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
221,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
222,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26762.64270377159;58422.7776991725;-20834.974054038525]
222,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1433.2332217991352;50823.83990615606;-15019.196626372635]
222,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
222,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
223,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26762.64270377159;58422.7776991725;-20834.974054038525]
223,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1433.2332217991352;50823.83990615606;-15019.196626372635]
223,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
223,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
224,7,Raised Guarding (Vigilant),Mound,Adult,{1},{1},[-26987.28636161983;58359.30407863855;-20837.514938548207]
224,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1433.2332217991352;50823.83990615606;-15019.196626372635]
224,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
224,1,Raised Guarding (Vigilant),Mound,Adult,{7},{7},[-25095.00402481109;59701.82747170329;-22447.94073858857]
225,7,Moving,Mound,Adult,{},{},[-34861.18078606948;57154.13735096529;-14725.151835249737]
225,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1433.2332217991352;50823.83990615606;-15019.196626372635]
225,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
225,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25095.00402481109;59701.82747170329;-22447.94073858857]
226,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1433.2332217991352;50823.83990615606;-15019.196626372635]
226,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
226,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25095.00402481109;59701.82747170329;-22447.94073858857]
227,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1433.2332217991352;50823.83990615606;-15019.196626372635]
227,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
227,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25095.00402481109;59701.82747170329;-22447.94073858857]
228,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1433.2332217991352;50823.83990615606;-15019.196626372635]
228,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
228,1,Raised Guarding (Vigilant),Mound,Adult,{},{},[-25095.00402481109;59701.82747170329;-22447.94073858857]
229,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1433.2332217991352;50823.83990615606;-15019.196626372635]
229,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
229,1,Moving,Mound,Adult,{},{},[-27015.60289618373;58311.77175450325;-20036.284464865923]
230,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1433.2332217991352;50823.83990615606;-15019.196626372635]
230,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
231,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1433.2332217991352;50823.83990615606;-15019.196626372635]
231,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
231,1,Moving,Around Mound,Adult,{},{},[-46316.13211718574;57874.92575315386;-13795.321856131777]
232,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1433.2332217991352;50823.83990615606;-15019.196626372635]
232,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
233,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1433.2332217991352;50823.83990615606;-15019.196626372635]
233,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
234,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1433.2332217991352;50823.83990615606;-15019.196626372635]
234,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
235,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1433.2332217991352;50823.83990615606;-15019.196626372635]
235,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
236,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1433.2332217991352;50823.83990615606;-15019.196626372635]
236,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
237,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1433.2332217991352;50823.83990615606;-15019.196626372635]
237,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
238,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1433.2332217991352;50823.83990615606;-15019.196626372635]
238,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
239,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1433.2332217991352;50823.83990615606;-15019.196626372635]
239,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
240,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1433.2332217991352;50823.83990615606;-15019.196626372635]
240,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
241,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1433.2332217991352;50823.83990615606;-15019.196626372635]
241,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
242,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1433.119406213751;50833.73806069791;-14956.835420224816]
242,0,Raised Guarding (Vigilant),Mound,Adult,{},{},[-18123.537195511162;64804.59841246903;-33585.63715080917]
243,10,Raised Guarding (Vigilant),Mound,Adult,{},{},[-1433.119406213751;50833.73806069791;-14956.835420224816]
