Time,ID,Behaviour,Zone,Meerkat type,Close_neighbours,Distant_neighbours,Coordinates
234,37,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[27207.933196783066;53937.75140619278;12821.833657741547]
234,39,Foraging,Waiting Area,Adult,{},{},[66373.67907473445;51996.503900393844;6628.979573106393]
235,29,Foraging,Waiting Area,Adult,{31},{31},[13820.160927794874;48835.82109935582;-16108.121210400015]
235,33,Foraging,Waiting Area,Adult,{},{},[52104.87377150357;52246.345410868526;7820.880766499788]
235,35,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[82619.14166729152;56278.12427215651;14476.79720670171]
235,31,Foraging,Waiting Area,Adult,{29},{29},[12055.703696277924;49110.97764438763;-14228.957835903391]
235,37,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[27400.701412692666;53950.58870321512;12594.620909705758]
235,39,Foraging,Waiting Area,Adult,{},{},[67223.63020688295;52247.17990604043;6954.14989470318]
236,29,Foraging,Waiting Area,Adult,{31},{31},[14240.351513825357;48965.85514640808;-16149.2642551139]
236,30,Moving,Waiting Area,Adult,{},{},[17949.091949902475;53802.76319667697;18604.99675470218]
236,33,Foraging,Waiting Area,Adult,{},{},[51250.61688144505;52317.31731142104;8266.757037293166]
236,35,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[82993.08711478114;56304.19239522517;14546.254726607352]
236,31,Foraging,Waiting Area,Adult,{29},{29},[12665.815285136923;48989.39629750699;-14742.303275424987]
236,37,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[27613.934997417033;53971.553859472275;12870.53477589786]
236,39,Foraging,Waiting Area,Adult,{},{},[66363.30922167003;52488.28024663776;7389.784698708914]
237,29,Foraging,Waiting Area,Adult,{31},{31},[14623.507251188159;48970.80308485031;-16216.54783526063]
237,30,Foraging,Waiting Area,Adult,{},{},[15778.540128339082;53445.285165309906;12825.57477999106]
237,33,Foraging,Waiting Area,Adult,{},{},[49741.39345513284;52145.21482621133;8158.360679673031]
237,35,Foraging,Waiting Area,Adult,{},{},[82671.34373324364;56301.086238369346;14572.49196223449]
237,31,Foraging,Waiting Area,Adult,{29},{29},[12467.032328937203;48802.1500685215;-14915.534967251122]
237,37,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[27937.339955449104;53944.133396059275;12621.142881669104]
237,39,Foraging,Waiting Area,Adult,{},{},[63356.454570770264;52360.90570163727;7460.286031842232]
238,30,Foraging,Waiting Area,Adult,{},{},[14961.432757802308;53359.82287046313;11246.134235645644]
238,33,Foraging,Waiting Area,Adult,{},{},[48223.598397254944;51979.23074436188;7834.069325208664]
238,35,Foraging,Waiting Area,Adult,{},{},[82198.18777415156;56269.10589964688;14600.605375699699]
238,31,Foraging,Waiting Area,Adult,{},{},[12236.838802512735;48851.97210676968;-14829.596589338034]
238,37,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[27850.09330677986;53945.715369701385;12557.580264210701]
238,39,Foraging,Waiting Area,Adult,{},{},[62266.833303928375;52239.46940326691;7337.364904463291]
239,30,Foraging,Waiting Area,Adult,{},{},[15324.904522389174;53360.51570367813;11821.458976238966]
239,33,Foraging,Waiting Area,Adult,{},{},[46665.830401301384;51913.16133964062;7243.931478589773]
239,35,Foraging,Waiting Area,Adult,{},{},[80215.92673940957;56050.16886181384;13943.671913364902]
239,31,Foraging,Waiting Area,Adult,{},{},[12022.743739649653;48958.79022052884;-14758.535124838352]
239,37,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[27833.824534475803;53942.41757822037;12484.926594436169]
239,39,Foraging,Waiting Area,Adult,{},{},[61412.33948612213;52116.68433094025;7199.019224762917]
240,29,Foraging,Waiting Area,Adult,{},{31;41},[16800.950121741742;49055.905070371926;-15441.348887509666]
240,30,Foraging,Waiting Area,Adult,{},{},[15104.737376213074;53412.497509002686;12955.212158203125]
240,33,Foraging,Waiting Area,Adult,{},{},[44891.77420565486;52024.582952439785;7378.944538848475]
240,35,Foraging,Waiting Area,Adult,{},{},[80248.94049315155;55759.66798348725;12837.354389855638]
240,31,Foraging,Waiting Area,Adult,{},{29},[12203.203243002295;48942.35367393494;-14784.16024659574]
240,37,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[27816.46509821713;53933.97595050931;12411.43752079457]
240,39,Foraging,Waiting Area,Adult,{},{},[60511.79538118839;52110.292121469975;7249.5366007089615]
240,41,Foraging,Waiting Area,Adult,{},{29},[23970.685308020562;49216.969522327185;-16296.678294993937]
241,29,Foraging,Waiting Area,Adult,{},{31;41},[16800.950121741742;49055.905070371926;-15441.348887509666]
241,30,Foraging,Waiting Area,Adult,{},{},[16032.672576344572;53463.528902594;13078.951193764806]
241,33,Foraging,Waiting Area,Adult,{},{},[43544.930909745395;51984.42266424745;7312.808311289176]
241,35,Foraging,Waiting Area,Adult,{},{},[79458.61737072468;55592.469348818064;12299.96861936897]
241,31,Foraging,Waiting Area,Adult,{},{29},[12700.50344514288;48937.86037757993;-14861.295795835555]
241,37,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[27752.83721823804;53917.66544236988;12126.773420506157]
241,39,Foraging,Waiting Area,Adult,{},{},[59955.4609855935;52329.43380513787;7646.119991084561]
241,41,Foraging,Waiting Area,Adult,{},{29},[23681.928996667266;49183.76669445634;-16168.934415720403]
242,29,Foraging,Waiting Area,Adult,{31},{31;41},[16927.01108233258;49050.3582617566;-15460.698916427791]
242,30,Moving,Waiting Area,Adult,{},{},[17051.704812169075;53199.65555545688;7269.43710359931]
242,33,Foraging,Waiting Area,Adult,{},{},[42368.12856066227;52063.095510840416;7478.558954030275]
242,35,Foraging,Waiting Area,Adult,{},{},[78711.6070561409;55545.29672136903;12250.123638756573]
242,31,Foraging,Waiting Area,Adult,{29},{29},[12974.268362343311;49030.686728060246;-14929.06095725298]
242,37,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[27461.24728138745;53894.158295065165;11856.86363749206]
242,39,Foraging,Waiting Area,Adult,{},{},[59456.87449591607;52600.322020068765;8051.086662736721]
242,41,Foraging,Waiting Area,Adult,{},{29},[23403.152187280357;49165.087304092944;-16045.653545258567]
243,29,Foraging,Waiting Area,Adult,{31},{31;41},[17007.53347638622;48929.008112475276;-15508.375550782308]
243,30,Moving,Waiting Area,Adult,{},{39},[53385.27602523565;50180.25621983409;3450.1029687356204]
243,33,Foraging,Waiting Area,Adult,{},{},[42042.26113831997;52442.90252482891;7941.836863271892]
243,35,Foraging,Waiting Area,Adult,{},{},[79500.55191850662;55976.329151272774;13696.579035460949]
243,31,Foraging,Waiting Area,Adult,{29},{29},[13188.38342794776;49077.3695005998;-14847.208566542715]
243,37,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[26908.86049437523;53894.11855316162;12546.498773038387]
243,39,Foraging,Waiting Area,Adult,{},{30},[58417.31254673004;52784.657375097275;8461.892236590385]
243,41,Foraging,Waiting Area,Adult,{},{29},[22857.18829264678;48997.2065827921;-15710.666547470726]
244,29,Foraging,Waiting Area,Adult,{31},{31;41},[17126.343972206116;48896.881770670414;-15520.065799295902]
244,30,Moving,Waiting Area,Adult,{},{39},[58000.42513257265;49919.45120690763;3896.2401809715666]
244,33,Foraging,Waiting Area,Adult,{},{},[41702.84234160185;52573.8314358592;7991.034377112985]
244,35,Foraging,Waiting Area,Adult,{},{},[79818.6582596153;56348.47981385887;14903.62223355472]
244,31,Foraging,Waiting Area,Adult,{29},{29},[13267.218458026648;49088.59359140694;-14733.792439552024]
244,37,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[26669.10798575729;53906.946974642575;12853.436424357817]
244,39,Foraging,Waiting Area,Adult,{},{30},[58719.15447306633;52840.445879131556;8539.952106850222]
244,41,Foraging,Waiting Area,Adult,{},{29},[22692.544974014163;49172.52323393524;-15390.597894318402]
245,29,Foraging,Waiting Area,Adult,{},{31;41},[17338.89882940054;48951.70635056496;-15571.449531286955]
245,30,Moving,Waiting Area,Adult,{},{},[26819.807926148176;51544.593258526176;-2625.924350497313]
245,33,Foraging,Waiting Area,Adult,{},{},[41540.44718968868;52703.58866162598;8028.633328484371]
245,35,Foraging,Waiting Area,Adult,{},{},[78441.05497947335;56292.21360076964;14700.262362712994]
245,31,Foraging,Waiting Area,Adult,{},{29},[13000.140080735087;49074.60982313752;-14817.563515156507]
245,37,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[26596.166727662086;53909.52141714096;12860.820255756378]
245,39,Foraging,Waiting Area,Adult,{},{},[59565.52862492204;52965.83759048581;8686.17872530222]
245,41,Foraging,Waiting Area,Adult,{},{29},[23207.598432540894;49231.33966445923;-15368.057419776917]
246,29,Foraging,Waiting Area,Adult,{},{31;41},[17536.68642371148;48963.56436417997;-15607.269733315334]
246,33,Foraging,Waiting Area,Adult,{},{},[41638.150044202805;52601.11510515213;8000.791767984629]
246,35,Foraging,Waiting Area,Adult,{},{},[76915.29435348511;56226.39930295944;14498.439903974533]
246,31,Foraging,Waiting Area,Adult,{},{29},[12700.50344514288;48937.86037757993;-14861.295795835555]
246,37,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[26596.166727662086;53909.52141714096;12860.820255756378]
246,39,Foraging,Waiting Area,Adult,{},{},[60265.629765331745;52974.067814320326;8735.093787483871]
246,41,Foraging,Waiting Area,Adult,{},{29},[24157.339592806995;49461.099875986576;-15456.319400895387]
247,29,Foraging,Waiting Area,Adult,{},{31;41},[17488.27468487248;48991.48763227835;-15542.18237578217]
247,30,Moving,Waiting Area,Adult,{},{31},[7785.162383740768;47488.85529369116;-15328.136092003435]
247,33,Foraging,Waiting Area,Adult,{},{},[41638.150044202805;52601.11510515213;8000.791767984629]
247,35,Moving,Waiting Area,Adult,{},{},[50672.63805791736;50479.239590108395;3773.8262391593307]
247,31,Foraging,Waiting Area,Adult,{},{30;29},[11937.464844703674;48620.59935474396;-15291.726286768913]
247,37,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[26596.166727662086;53909.52141714096;12860.820255756378]
247,39,Foraging,Waiting Area,Adult,{},{},[60382.09152108431;52978.307653188705;8729.802429586649]
247,41,Foraging,Waiting Area,Adult,{},{29},[24679.09938963689;49532.07643157989;-15567.599382069893]
248,29,Foraging,Waiting Area,Adult,{},{31;41},[17051.145786620677;49001.63343936205;-15339.005772199482]
248,30,Foraging,Waiting Area,Adult,{},{31},[5868.198708966374;47915.62161836028;-14299.290127608925]
248,33,Foraging,Waiting Area,Adult,{},{},[41702.84234160185;52573.8314358592;7991.034377112985]
248,31,Foraging,Waiting Area,Adult,{},{30;29},[11594.348993991502;49014.10521719232;-14769.594370633364]
248,37,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[26524.80812389031;53912.304884552956;12868.000712513924]
248,39,Foraging,Waiting Area,Adult,{},{},[58200.2768413648;52642.42316119373;8206.481393067166]
248,41,Foraging,Waiting Area,Adult,{},{29},[24535.629939556122;49522.27946871519;-15539.56750138104]
249,29,Foraging,Waiting Area,Adult,{},{31;41},[17051.145786620677;49001.63343936205;-15339.005772199482]
249,30,Foraging,Waiting Area,Adult,{},{31},[5833.032350361347;47993.853885412216;-14189.343080252409]
249,33,Foraging,Waiting Area,Adult,{},{},[41638.150044202805;52601.11510515213;8000.791767984629]
249,31,Foraging,Waiting Area,Adult,{},{30;29},[10894.675320148468;49123.27677497268;-13924.431483522058]
249,37,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[26450.75606112182;53915.03501315415;12872.884043890983]
249,39,Foraging,Waiting Area,Adult,{},{},[55446.312741182745;52289.08816856891;7880.022398326546]
249,41,Foraging,Waiting Area,Adult,{},{29},[24465.11779730022;49513.10704496503;-15458.014598965645]
250,29,Foraging,Waiting Area,Adult,{},{31;41},[17062.621141195297;49013.91090428829;-15278.855083853006]
250,30,Foraging,Waiting Area,Adult,{},{31},[5797.77784091793;48029.46923995018;-14008.695611145347]
250,33,Foraging,Waiting Area,Adult,{},{},[41540.44718968868;52703.58866162598;8028.633328484371]
250,35,Moving,Waiting Area,Adult,{},{},[16279.303333878517;53028.5352871418;5667.500027194619]
250,31,Foraging,Waiting Area,Adult,{},{30;29},[10089.1882272074;48905.313800282776;-13368.661337517202]
250,37,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[26450.75606112182;53915.03501315415;12872.884043890983]
250,39,Foraging,Waiting Area,Adult,{},{},[54838.95660477877;52675.49009126425;8622.3302565068]
250,41,Foraging,Waiting Area,Adult,{},{29},[24321.819382056594;49502.82711131871;-15429.337197583169]
251,29,Foraging,Waiting Area,Adult,{},{31;41},[17062.621141195297;49013.91090428829;-15278.855083853006]
251,30,Foraging,Waiting Area,Adult,{},{31},[5797.77784091793;48029.46923995018;-14008.695611145347]
251,33,Foraging,Waiting Area,Adult,{},{},[41105.34069985151;52821.62733542919;8083.431589521468]
251,35,Moving,Waiting Area,Adult,{},{},[16068.901641845703;53118.58338928223;6367.51025390625]
251,31,Foraging,Waiting Area,Adult,{},{30;29},[10152.959429868497;48914.50822566077;-13379.162401884794]
251,37,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[26121.981086729094;53899.82209871337;12752.925191760063]
251,39,Foraging,Waiting Area,Adult,{},{},[54625.41546821594;52673.20847892761;8632.558779001236]
251,41,Foraging,Waiting Area,Adult,{},{29},[24395.078177668154;49507.8396063447;-15444.887647727504]
252,29,Foraging,Waiting Area,Adult,{},{31;41},[17072.685487475246;49033.554235212505;-15222.251381060109]
252,30,Foraging,Waiting Area,Adult,{},{31},[5797.77784091793;48029.46923995018;-14008.695611145347]
252,33,Foraging,Waiting Area,Adult,{},{},[40775.614256858826;52849.52550148964;8110.595632344484]
252,35,Moving,Waiting Area,Adult,{},{},[20979.169468939304;54309.54322350025;23291.710729599]
252,31,Foraging,Waiting Area,Adult,{},{30;29},[11126.724547602236;49111.80707591772;-13513.384288173169]
252,37,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[24024.054012771696;53888.134117078036;12714.032757709734]
252,39,Foraging,Waiting Area,Adult,{},{},[54513.30115634203;52666.726307958364;8636.790459237993]
252,41,Foraging,Waiting Area,Adult,{},{29},[24460.338808322325;49511.255797903985;-15524.683156045154]
253,29,Foraging,Waiting Area,Adult,{},{31;41},[17019.935903782025;49059.65720291808;-15219.956587635912]
253,30,Foraging,Waiting Area,Adult,{},{31},[5797.77784091793;48029.46923995018;-14008.695611145347]
253,33,Foraging,Waiting Area,Adult,{},{},[40437.39595746994;52862.02714014053;8135.066058456898]
253,35,Moving,Waiting Area,Adult,{},{},[81052.83792257309;58910.28225147724;26088.94804942608]
253,31,Foraging,Waiting Area,Adult,{},{30;29},[11126.724547602236;49111.80707591772;-13513.384288173169]
253,37,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[24024.054012771696;53888.134117078036;12714.032757709734]
253,39,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[55127.475551605225;52582.09389233589;8429.44328647852]
253,41,Foraging,Waiting Area,Adult,{},{29},[24609.547102112323;49528.10289956629;-15555.233917037025]
254,35,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[85834.20147392154;59231.953140348196;28278.75903660804]
254,39,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[55127.475551605225;52582.09389233589;8429.44328647852]
255,29,Foraging,Waiting Area,Adult,{},{31},[17038.03529341519;49094.5097168982;-15165.959823317826]
255,30,Foraging,Waiting Area,Adult,{},{31},[6051.4869196638465;47839.43789024651;-14675.383623164147]
255,33,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[38294.09951362014;52762.14801478386;6539.045276388526]
255,31,Foraging,Waiting Area,Adult,{},{30;29},[11853.686534572393;49142.46063007414;-13823.207046476193]
255,37,Moving,Waiting Area,Adult,{},{},[17940.361511234194;52215.740718215704;2491.0839709728025]
255,41,Foraging,Waiting Area,Adult,{},{},[25230.120831785724;49745.15048643574;-15449.820969743654]
256,29,Low sitting/standing (stationary),Waiting Area,Adult,{},{31;37},[17182.39686715603;49226.34274208546;-14836.718436256051]
256,30,Foraging,Waiting Area,Adult,{},{31},[6051.4869196638465;47839.43789024651;-14675.383623164147]
256,33,Foraging,Waiting Area,Adult,{},{},[39113.475514769554;52683.58351755142;6606.139729201794]
256,31,Foraging,Waiting Area,Adult,{},{30;37;29},[11547.767153561115;49045.23652553558;-14706.524150967598]
256,37,Moving,Waiting Area,Adult,{},{31;29;35},[17966.76867068559;49839.9917332679;-10596.082913283259]
256,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[25931.958427011967;49842.8633351773;-15398.097886383533]
256,35,Moving,Waiting Area,Adult,{},{37},[23742.997652757913;51016.89948993176;-6120.172432442196]
257,29,Foraging,Waiting Area,Adult,{},{31},[17193.387416940182;49240.778873007745;-14775.693439096212]
257,30,Foraging,Waiting Area,Adult,{},{31},[6079.655915077776;47893.902412712574;-14508.711639083922]
257,33,Foraging,Waiting Area,Adult,{},{},[38053.01734817028;52815.04155910015;6855.750726774335]
257,31,Foraging,Waiting Area,Adult,{},{30;29},[11823.370604352094;48927.97870269418;-14780.343317586929]
257,37,Moving,Waiting Area,Adult,{},{},[25664.81356048584;51576.481353759766;-2149.158263206482]
257,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[25775.336585521698;49811.19294548035;-15362.852726146579]
257,35,Moving,Waiting Area,Adult,{},{},[17426.868103202432;51372.75662330538;-2055.183909743326]
258,29,Foraging,Waiting Area,Adult,{},{31},[17208.617509655654;49258.239607557654;-14653.276410434395]
258,30,Foraging,Waiting Area,Adult,{},{31},[6114.842576265335;47943.44679737091;-14279.360165953636]
258,33,Foraging,Waiting Area,Adult,{},{},[37718.74238008261;52835.961128629744;6815.003547737375]
258,31,Foraging,Waiting Area,Adult,{},{30;29},[12161.933185711503;48821.63762682676;-14872.123161897063]
258,37,Moving,Waiting Area,Adult,{},{},[53554.78818272054;50626.23245094344;4477.406351155601]
258,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[25623.49331909418;49797.04108965397;-15332.510117411613]
259,29,Foraging,Waiting Area,Adult,{},{31},[17276.099600106478;49228.460171848536;-14529.967187471688]
259,30,Foraging,Waiting Area,Adult,{},{31},[6278.564915605355;48065.884362861514;-14087.304584496655]
259,33,Foraging,Waiting Area,Adult,{},{},[37402.01163709164;52861.504809975624;6842.983983382583]
259,31,Foraging,Waiting Area,Adult,{},{30;29},[12405.10918436665;48800.251805245876;-14904.616919994354]
259,37,Moving,Waiting Area,Adult,{},{},[52382.82466235757;52169.64946073294;7559.4569757469]
259,41,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[25466.24658082798;49766.69971308485;-15295.588607589714]
259,35,Moving,Waiting Area,Adult,{},{},[62811.34920357168;51566.25253161788;6284.559094092809]
260,29,Foraging,Waiting Area,Adult,{},{31;41},[17894.244668602943;49305.47538410127;-14584.123848412186]
260,30,Foraging,Waiting Area,Adult,{},{31},[6556.059701921418;48142.301048614085;-13900.97326907143]
260,33,Foraging,Waiting Area,Adult,{},{},[34015.78119158745;52845.71493041515;5641.815541729331]
260,31,Foraging,Waiting Area,Adult,{},{30;29},[12675.026480026543;48882.85790129006;-14970.587539413944]
260,37,Moving,Waiting Area,Adult,{},{},[48007.38395345211;51859.85581356287;7374.874417386949]
260,41,Low sitting/standing (stationary),Waiting Area,Adult,{42},{42;29},[25391.379033446312;49757.15738470107;-15278.752057759091]
260,35,Moving,Waiting Area,Adult,{},{},[57007.351024508476;50010.81918245554;3832.3869388457388]
260,42,Moving,Waiting Area,Adult,{41},{41},[27377.805106231943;48990.96622417495;-17022.77260340564]
261,29,Foraging,Waiting Area,Adult,{},{31;41},[19981.78212952614;49530.603322803974;-14668.97685816139]
261,30,Foraging,Waiting Area,Adult,{},{31},[6348.739171008579;48210.87327045202;-13702.10498622246]
261,33,Foraging,Waiting Area,Adult,{},{},[30841.708905801177;53030.27393236756;5893.18714408204]
261,31,Foraging,Waiting Area,Adult,{},{30;29},[13253.34515452385;49087.40555500984;-14860.659541368484]
261,37,Foraging,Waiting Area,Adult,{},{},[47826.59665688872;51872.538505256176;7388.160381469876]
261,41,Foraging,Waiting Area,Adult,{42},{42;29},[25391.379033446312;49757.15738470107;-15278.752057759091]
261,35,Moving,Waiting Area,Adult,{},{},[16581.346062371507;50805.18291683495;-5609.8077600928955]
261,42,Foraging,Waiting Area,Adult,{41},{41},[28012.963741004467;49037.61096185446;-16684.35549041629]
262,29,Foraging,Waiting Area,Adult,{},{31;41},[20288.422640532255;49587.86317934096;-14538.592984087765]
262,30,Foraging,Waiting Area,Adult,{},{},[5209.297404513694;48019.50746718794;-13859.339389784262]
262,33,Foraging,Waiting Area,Adult,{},{},[30489.530805580318;53012.24046322703;5717.344280846417]
262,31,Foraging,Waiting Area,Adult,{},{29},[13383.166418597102;49101.810435682535;-14885.06960772723]
262,37,Foraging,Waiting Area,Adult,{},{},[45371.1963147521;52113.09514962509;7513.395238421392]
262,41,Foraging,Waiting Area,Adult,{},{29},[26976.477687239647;49643.84230136871;-15480.462039470673]
263,29,Foraging,Waiting Area,Adult,{},{31;41},[20564.049725204706;49568.12912017107;-14384.213915772736]
263,30,Foraging,Waiting Area,Adult,{},{},[4965.034416519105;48012.96498477459;-13885.710359469056]
263,33,Foraging,Waiting Area,Adult,{},{},[29994.574593544006;53085.27484893799;6192.19641803205]
263,31,Foraging,Waiting Area,Adult,{},{29},[13638.55613565445;49112.48981618881;-14928.682561382651]
263,37,Foraging,Waiting Area,Adult,{},{},[44340.782690778375;52114.82339282334;7506.677535384893]
263,41,Foraging,Waiting Area,Adult,{},{29},[27470.062824703753;49635.90609012544;-15703.626536693424]
264,29,Foraging,Waiting Area,Adult,{},{31;41},[20468.9000245817;49472.858126968145;-14219.557760024443]
264,30,Foraging,Waiting Area,Adult,{},{31;35},[6657.633314262144;48227.73716379702;-13688.717872681096]
264,33,Foraging,Waiting Area,Adult,{},{},[30014.03530083224;53147.190566934645;6546.136553601362]
264,31,Foraging,Waiting Area,Adult,{},{30;29},[13276.041386395693;49091.59388063848;-14672.58208723925]
264,37,Foraging,Waiting Area,Adult,{},{},[43003.775233745575;52002.7012886405;7280.165459617972]
264,41,Foraging,Waiting Area,Adult,{},{29},[27397.978074625134;49538.47783717513;-15938.374643024057]
264,35,Moving,Waiting Area,Adult,{},{30},[2420.679838067852;47330.07544669509;-13530.851813182235]
265,29,Foraging,Waiting Area,Adult,{},{31;41},[20056.135624550283;49235.56060136855;-13900.802778713405]
265,30,Foraging,Waiting Area,Adult,{},{31;35},[7292.8951271772385;48127.03320145607;-13817.160269618034]
265,33,Foraging,Waiting Area,Adult,{},{},[29157.443625662476;53340.284927066416;7638.302349180449]
265,31,Foraging,Waiting Area,Adult,{},{30;29},[13276.041386395693;49091.59388063848;-14672.58208723925]
265,37,Foraging,Waiting Area,Adult,{},{},[41543.10248991847;52402.91731855273;7020.477353507653]
265,41,Foraging,Waiting Area,Adult,{},{42;29},[27492.91889744997;49650.91816031933;-15511.029294937849]
265,35,Moving,Waiting Area,Adult,{},{30},[2493.9229102246463;47559.77481815964;-13113.49548502639]
265,42,Moving,Waiting Area,Adult,{},{41},[29424.76589912176;44538.873495578766;-15316.75526368618]
266,29,Foraging,Waiting Area,Adult,{},{31;41},[20932.594639129937;49636.17838680744;-14398.467531774193]
266,30,Foraging,Waiting Area,Adult,{},{31;35},[7312.91743337363;48169.33994191885;-13707.107313111424]
266,33,Foraging,Waiting Area,Adult,{},{},[29149.951760098338;53396.221217393875;8275.302662335336]
266,31,Foraging,Waiting Area,Adult,{},{30;29},[13665.730442553759;49126.75805473328;-14680.702408730984]
266,37,Foraging,Waiting Area,Adult,{},{},[41401.269686721265;52500.13584186137;7269.366109291557]
266,41,Foraging,Waiting Area,Adult,{},{29},[27138.474002823234;49657.44670818001;-15378.925464795902]
266,35,Moving,Waiting Area,Adult,{},{30},[2870.492129512131;47827.028384536505;-12683.287733830512]
266,42,Moving,Background,Adult,{},{},[34888.648393154144;40705.575748860836;-12381.677989214659]
267,29,Foraging,Waiting Area,Adult,{},{31;41},[20435.225064551458;49619.01769489795;-14571.483565642498]
267,30,Foraging,Waiting Area,Adult,{},{31;35},[7220.31651160121;48261.47649925947;-13593.308846503496]
267,33,Foraging,Waiting Area,Adult,{},{},[27659.64384936355;53723.0672156699;10094.248399643227]
267,31,Foraging,Waiting Area,Adult,{},{30;29},[14315.896426320076;49143.921956419945;-14661.454953491688]
267,37,Foraging,Waiting Area,Adult,{},{},[41479.4785643816;52542.37528516352;7488.085004113615]
267,41,Foraging,Waiting Area,Adult,{},{29},[26724.133641071618;49698.567884519696;-15377.694857608527]
267,35,Moving,Waiting Area,Adult,{},{30},[2769.9419640814885;47803.2196893841;-11145.15249986574]
267,42,Low sitting/standing (stationary),Background,Adult,{},{},[35182.75595879555;40691.98655337095;-12257.71387322247]
268,30,Foraging,Waiting Area,Adult,{35},{35},[6964.058794006705;48234.96168423444;-13673.293507602066]
268,33,Foraging,Waiting Area,Adult,{},{},[25150.008427232504;53956.884200662374;13852.576587490737]
268,31,Foraging,Waiting Area,Adult,{},{},[15580.1632874012;49289.37764000893;-14775.179804623127]
268,37,Foraging,Waiting Area,Adult,{},{},[40365.390293519944;52743.022766370326;7390.58865790721]
268,41,Foraging,Waiting Area,Adult,{},{},[25641.114993676543;49875.27999947965;-15687.451545927674]
268,35,Moving,Waiting Area,Adult,{30},{30},[3346.335724812001;47819.3738604188;-13175.399036884308]
268,42,Low sitting/standing (stationary),Background,Adult,{},{},[35772.48162403703;40836.69921737164;-12093.604414792731]
269,30,Foraging,Waiting Area,Adult,{},{},[8252.790901413187;47880.434316806495;-14575.437996609136]
269,33,Foraging,Waiting Area,Adult,{},{},[24359.078168600798;53923.21156543493;13264.621720537543]
269,31,Foraging,Waiting Area,Adult,{},{},[17309.88417983055;49226.740555524826;-14857.99636733532]
269,37,Foraging,Waiting Area,Adult,{},{},[38904.843146815896;52879.48440209776;7449.808886942454]
269,41,Foraging,Waiting Area,Adult,{},{},[25948.750370349735;49901.457032345235;-15615.947320908308]
269,42,Low sitting/standing (stationary),Background,Adult,{},{},[35289.28279419243;40771.06007177755;-11644.178483747877]
270,30,Foraging,Waiting Area,Adult,{},{31},[11050.702239101753;49316.42315812409;-14699.14625540562]
270,33,Foraging,Waiting Area,Adult,{},{},[23914.53170800209;53883.88657665253;12937.594135165215]
270,31,Foraging,Waiting Area,Adult,{},{30;41},[18529.51193183288;49355.83090700209;-15095.702491266653]
270,37,Foraging,Waiting Area,Adult,{},{},[37215.93635344505;52987.9173489809;7598.49441871047]
270,41,Foraging,Waiting Area,Adult,{},{31},[26282.771002858877;49973.03905399144;-15556.131386078894]
270,42,Low sitting/standing (stationary),Waiting Area,Adult,{},{},[40583.83902215958;44809.16550564766;-10033.093191742897]
271,29,Foraging,Waiting Area,Adult,{30},{31;30},[15384.880297594704;49247.274909932166;-14605.320918400772]
271,30,Foraging,Waiting Area,Adult,{29},{31;29},[11716.433723598719;48957.34269234538;-14646.367020212114]
271,33,Foraging,Waiting Area,Adult,{},{},[23403.544148236513;53854.34477236867;12616.704364106059]
271,31,Foraging,Waiting Area,Adult,{},{30;41;29},[19401.04356124997;49356.92612874508;-15835.31518388912]
271,37,Foraging,Waiting Area,Adult,{},{},[36932.034677922726;53001.26244947314;7408.7245164215565]
271,41,Foraging,Waiting Area,Adult,{},{31},[25951.089689671993;49926.61325109005;-15754.55555653572]
272,29,Foraging,Waiting Area,Adult,{30},{31;30},[14972.868384838104;49184.68819773197;-14651.06885972619]
272,30,Foraging,Waiting Area,Adult,{29},{29},[11594.348993991502;49014.10521719232;-14769.594370633364]
272,33,Foraging,Waiting Area,Adult,{},{},[22902.02039334178;53833.27212256193;12303.16163738072]
